context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0030450	regulation of complement activation, classical pathway	Biological Process	4	4	True
Biological Process::GO:0030538	embryonic genitalia morphogenesis	Biological Process	4	4	True
Biological Process::GO:0030730	sequestering of triglyceride	Biological Process	4	4	True
Biological Process::GO:0030805	regulation of cyclic nucleotide catabolic process	Biological Process	4	4	True
Biological Process::GO:0030820	regulation of cAMP catabolic process	Biological Process	4	4	True
Biological Process::GO:0030886	negative regulation of myeloid dendritic cell activation	Biological Process	4	4	True
Biological Process::GO:0031033	myosin filament organization	Biological Process	4	4	True
Biological Process::GO:0031034	myosin filament assembly	Biological Process	4	4	True
Biological Process::GO:0031086	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	Biological Process	4	4	True
Biological Process::GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	Biological Process	4	4	True
Biological Process::GO:0031117	positive regulation of microtubule depolymerization	Biological Process	4	4	True
Biological Process::GO:0031506	cell wall glycoprotein biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0031547	brain-derived neurotrophic factor receptor signaling pathway	Biological Process	4	4	True
Biological Process::GO:0031860	telomeric 3' overhang formation	Biological Process	4	4	True
Biological Process::GO:0032058	positive regulation of translational initiation in response to stress	Biological Process	4	4	True
Biological Process::GO:0032077	positive regulation of deoxyribonuclease activity	Biological Process	4	4	True
Biological Process::GO:0032097	positive regulation of response to food	Biological Process	4	4	True
Biological Process::GO:0032100	positive regulation of appetite	Biological Process	4	4	True
Biological Process::GO:0032119	sequestering of zinc ion	Biological Process	4	4	True
Biological Process::GO:0032202	telomere assembly	Biological Process	4	4	True
Biological Process::GO:0032227	negative regulation of synaptic transmission, dopaminergic	Biological Process	4	4	True
Biological Process::GO:0032252	secretory granule localization	Biological Process	4	4	True
Biological Process::GO:0032264	IMP salvage	Biological Process	4	4	True
Biological Process::GO:0032286	central nervous system myelin maintenance	Biological Process	4	4	True
Biological Process::GO:0032304	negative regulation of icosanoid secretion	Biological Process	4	4	True
Biological Process::GO:0032345	negative regulation of aldosterone metabolic process	Biological Process	4	4	True
Biological Process::GO:0032348	negative regulation of aldosterone biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0032417	positive regulation of sodium:proton antiporter activity	Biological Process	4	4	True
Biological Process::GO:0032431	activation of phospholipase A2 activity	Biological Process	4	4	True
Biological Process::GO:0032447	protein urmylation	Biological Process	4	4	True
Biological Process::GO:0032455	nerve growth factor processing	Biological Process	4	4	True
Biological Process::GO:0032483	regulation of Rab protein signal transduction	Biological Process	4	4	True
Biological Process::GO:0032489	regulation of Cdc42 protein signal transduction	Biological Process	4	4	True
Biological Process::GO:0032497	detection of lipopolysaccharide	Biological Process	4	4	True
Biological Process::GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	Biological Process	4	4	True
Biological Process::GO:0032512	regulation of protein phosphatase type 2B activity	Biological Process	4	4	True
Biological Process::GO:0032532	regulation of microvillus length	Biological Process	4	4	True
Biological Process::GO:0032613	interleukin-10 production	Biological Process	4	4	True
Biological Process::GO:0032824	negative regulation of natural killer cell differentiation	Biological Process	4	4	True
Biological Process::GO:0032826	regulation of natural killer cell differentiation involved in immune response	Biological Process	4	4	True
Biological Process::GO:0032827	negative regulation of natural killer cell differentiation involved in immune response	Biological Process	4	4	True
Biological Process::GO:0032849	positive regulation of cellular pH reduction	Biological Process	4	4	True
Biological Process::GO:0032957	inositol trisphosphate metabolic process	Biological Process	4	4	True
Biological Process::GO:0032971	regulation of muscle filament sliding	Biological Process	4	4	True
Biological Process::GO:0033025	regulation of mast cell apoptotic process	Biological Process	4	4	True
Biological Process::GO:0033029	regulation of neutrophil apoptotic process	Biological Process	4	4	True
Biological Process::GO:0033091	positive regulation of immature T cell proliferation	Biological Process	4	4	True
Biological Process::GO:0033122	negative regulation of purine nucleotide catabolic process	Biological Process	4	4	True
Biological Process::GO:0033133	positive regulation of glucokinase activity	Biological Process	4	4	True
Biological Process::GO:0033136	serine phosphorylation of STAT3 protein	Biological Process	4	4	True
Biological Process::GO:0033152	immunoglobulin V(D)J recombination	Biological Process	4	4	True
Biological Process::GO:0033159	negative regulation of protein import into nucleus, translocation	Biological Process	4	4	True
Biological Process::GO:0033489	cholesterol biosynthetic process via desmosterol	Biological Process	4	4	True
Biological Process::GO:0033490	cholesterol biosynthetic process via lathosterol	Biological Process	4	4	True
Biological Process::GO:0033563	dorsal/ventral axon guidance	Biological Process	4	4	True
Biological Process::GO:0033595	response to genistein	Biological Process	4	4	True
Biological Process::GO:0033602	negative regulation of dopamine secretion	Biological Process	4	4	True
Biological Process::GO:0033634	positive regulation of cell-cell adhesion mediated by integrin	Biological Process	4	4	True
Biological Process::GO:0034014	response to triglyceride	Biological Process	4	4	True
Biological Process::GO:0034059	response to anoxia	Biological Process	4	4	True
Biological Process::GO:0034086	maintenance of sister chromatid cohesion	Biological Process	4	4	True
Biological Process::GO:0034088	maintenance of mitotic sister chromatid cohesion	Biological Process	4	4	True
Biological Process::GO:0034136	negative regulation of toll-like receptor 2 signaling pathway	Biological Process	4	4	True
Biological Process::GO:0034137	positive regulation of toll-like receptor 2 signaling pathway	Biological Process	4	4	True
Biological Process::GO:0034239	regulation of macrophage fusion	Biological Process	4	4	True
Biological Process::GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	Biological Process	4	4	True
Biological Process::GO:0034354	'de novo' NAD biosynthetic process from tryptophan	Biological Process	4	4	True
Biological Process::GO:0034371	chylomicron remodeling	Biological Process	4	4	True
Biological Process::GO:0034398	telomere tethering at nuclear periphery	Biological Process	4	4	True
Biological Process::GO:0034442	regulation of lipoprotein oxidation	Biological Process	4	4	True
Biological Process::GO:0034454	microtubule anchoring at centrosome	Biological Process	4	4	True
Biological Process::GO:0034626	fatty acid elongation, polyunsaturated fatty acid	Biological Process	4	4	True
Biological Process::GO:0034638	phosphatidylcholine catabolic process	Biological Process	4	4	True
Biological Process::GO:0034650	cortisol metabolic process	Biological Process	4	4	True
Biological Process::GO:0034653	retinoic acid catabolic process	Biological Process	4	4	True
Biological Process::GO:0035021	negative regulation of Rac protein signal transduction	Biological Process	4	4	True
Biological Process::GO:0035087	siRNA loading onto RISC involved in RNA interference	Biological Process	4	4	True
Biological Process::GO:0035093	spermatogenesis, exchange of chromosomal proteins	Biological Process	4	4	True
Biological Process::GO:0035106	operant conditioning	Biological Process	4	4	True
Biological Process::GO:0035376	sterol import	Biological Process	4	4	True
Biological Process::GO:0035382	sterol transmembrane transport	Biological Process	4	4	True
Biological Process::GO:0035482	gastric motility	Biological Process	4	4	True
Biological Process::GO:0035502	metanephric part of ureteric bud development	Biological Process	4	4	True
Biological Process::GO:0035521	monoubiquitinated histone deubiquitination	Biological Process	4	4	True
Biological Process::GO:0035522	monoubiquitinated histone H2A deubiquitination	Biological Process	4	4	True
Biological Process::GO:0035564	regulation of kidney size	Biological Process	4	4	True
Biological Process::GO:0035625	epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway	Biological Process	4	4	True
Biological Process::GO:0035627	ceramide transport	Biological Process	4	4	True
Biological Process::GO:0035743	CD4-positive, alpha-beta T cell cytokine production	Biological Process	4	4	True
Biological Process::GO:0035771	interleukin-4-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0035799	ureter maturation	Biological Process	4	4	True
Biological Process::GO:0035822	gene conversion	Biological Process	4	4	True
Biological Process::GO:0035844	cloaca development	Biological Process	4	4	True
Biological Process::GO:0035929	steroid hormone secretion	Biological Process	4	4	True
Biological Process::GO:0035948	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter	Biological Process	4	4	True
Biological Process::GO:0035977	protein deglycosylation involved in glycoprotein catabolic process	Biological Process	4	4	True
Biological Process::GO:0035990	tendon cell differentiation	Biological Process	4	4	True
Biological Process::GO:0035992	tendon formation	Biological Process	4	4	True
Biological Process::GO:0035995	detection of muscle stretch	Biological Process	4	4	True
Biological Process::GO:0036091	positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	Biological Process	4	4	True
Biological Process::GO:0036100	leukotriene catabolic process	Biological Process	4	4	True
Biological Process::GO:0036101	leukotriene B4 catabolic process	Biological Process	4	4	True
Biological Process::GO:0036102	leukotriene B4 metabolic process	Biological Process	4	4	True
Biological Process::GO:0036265	RNA (guanine-N7)-methylation	Biological Process	4	4	True
Biological Process::GO:0036438	maintenance of lens transparency	Biological Process	4	4	True
Biological Process::GO:0036444	calcium ion transmembrane import into mitochondrion	Biological Process	4	4	True
Biological Process::GO:0038007	netrin-activated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038026	reelin-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	Biological Process	4	4	True
Biological Process::GO:0038065	collagen-activated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038108	negative regulation of appetite by leptin-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038110	interleukin-2-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038165	oncostatin-M-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0038171	cannabinoid signaling pathway	Biological Process	4	4	True
Biological Process::GO:0039536	negative regulation of RIG-I signaling pathway	Biological Process	4	4	True
Biological Process::GO:0039689	negative stranded viral RNA replication	Biological Process	4	4	True
Biological Process::GO:0040038	polar body extrusion after meiotic divisions	Biological Process	4	4	True
Biological Process::GO:0042126	nitrate metabolic process	Biological Process	4	4	True
Biological Process::GO:0042271	susceptibility to natural killer cell mediated cytotoxicity	Biological Process	4	4	True
Biological Process::GO:0042360	vitamin E metabolic process	Biological Process	4	4	True
Biological Process::GO:0042441	eye pigment metabolic process	Biological Process	4	4	True
Biological Process::GO:0042494	detection of bacterial lipoprotein	Biological Process	4	4	True
Biological Process::GO:0042520	positive regulation of tyrosine phosphorylation of Stat4 protein	Biological Process	4	4	True
Biological Process::GO:0042524	negative regulation of tyrosine phosphorylation of Stat5 protein	Biological Process	4	4	True
Biological Process::GO:0042546	cell wall biogenesis	Biological Process	4	4	True
Biological Process::GO:0042662	negative regulation of mesodermal cell fate specification	Biological Process	4	4	True
Biological Process::GO:0042663	regulation of endodermal cell fate specification	Biological Process	4	4	True
Biological Process::GO:0042780	tRNA 3'-end processing	Biological Process	4	4	True
Biological Process::GO:0042816	vitamin B6 metabolic process	Biological Process	4	4	True
Biological Process::GO:0042851	L-alanine metabolic process	Biological Process	4	4	True
Biological Process::GO:0042853	L-alanine catabolic process	Biological Process	4	4	True
Biological Process::GO:0042904	9-cis-retinoic acid biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0042905	9-cis-retinoic acid metabolic process	Biological Process	4	4	True
Biological Process::GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0042991	transcription factor import into nucleus	Biological Process	4	4	True
Biological Process::GO:0042998	positive regulation of Golgi to plasma membrane protein transport	Biological Process	4	4	True
Biological Process::GO:0043084	penile erection	Biological Process	4	4	True
Biological Process::GO:0043096	purine nucleobase salvage	Biological Process	4	4	True
Biological Process::GO:0043137	DNA replication, removal of RNA primer	Biological Process	4	4	True
Biological Process::GO:0043152	induction of bacterial agglutination	Biological Process	4	4	True
Biological Process::GO:0043276	anoikis	Biological Process	4	4	True
Biological Process::GO:0043324	pigment metabolic process involved in developmental pigmentation	Biological Process	4	4	True
Biological Process::GO:0043328	protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	Biological Process	4	4	True
Biological Process::GO:0043461	proton-transporting ATP synthase complex assembly	Biological Process	4	4	True
Biological Process::GO:0043465	regulation of fermentation	Biological Process	4	4	True
Biological Process::GO:0043474	pigment metabolic process involved in pigmentation	Biological Process	4	4	True
Biological Process::GO:0043570	maintenance of DNA repeat elements	Biological Process	4	4	True
Biological Process::GO:0043606	formamide metabolic process	Biological Process	4	4	True
Biological Process::GO:0043622	cortical microtubule organization	Biological Process	4	4	True
Biological Process::GO:0043652	engulfment of apoptotic cell	Biological Process	4	4	True
Biological Process::GO:0043987	histone H3-S10 phosphorylation	Biological Process	4	4	True
Biological Process::GO:0044026	DNA hypermethylation	Biological Process	4	4	True
Biological Process::GO:0044034	multi-organism biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0044038	cell wall macromolecule biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0044110	growth involved in symbiotic interaction	Biological Process	4	4	True
Biological Process::GO:0044116	growth of symbiont involved in interaction with host	Biological Process	4	4	True
Biological Process::GO:0044117	growth of symbiont in host	Biological Process	4	4	True
Biological Process::GO:0044254	multicellular organismal protein catabolic process	Biological Process	4	4	True
Biological Process::GO:0044256	protein digestion	Biological Process	4	4	True
Biological Process::GO:0044266	multicellular organismal macromolecule catabolic process	Biological Process	4	4	True
Biological Process::GO:0044821	meiotic telomere tethering at nuclear periphery	Biological Process	4	4	True
Biological Process::GO:0044845	chain elongation of O-linked mannose residue	Biological Process	4	4	True
Biological Process::GO:0044848	biological phase	Biological Process	4	4	True
Biological Process::GO:0045039	protein import into mitochondrial inner membrane	Biological Process	4	4	True
Biological Process::GO:0045064	T-helper 2 cell differentiation	Biological Process	4	4	True
Biological Process::GO:0045085	negative regulation of interleukin-2 biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045113	regulation of integrin biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045213	neurotransmitter receptor metabolic process	Biological Process	4	4	True
Biological Process::GO:0045351	type I interferon biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045356	positive regulation of interferon-alpha biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045415	negative regulation of interleukin-8 biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045423	regulation of granulocyte macrophage colony-stimulating factor biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045629	negative regulation of T-helper 2 cell differentiation	Biological Process	4	4	True
Biological Process::GO:0045632	negative regulation of mechanoreceptor differentiation	Biological Process	4	4	True
Biological Process::GO:0045636	positive regulation of melanocyte differentiation	Biological Process	4	4	True
Biological Process::GO:0045716	positive regulation of low-density lipoprotein particle receptor biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0045829	negative regulation of isotype switching	Biological Process	4	4	True
Biological Process::GO:0045875	negative regulation of sister chromatid cohesion	Biological Process	4	4	True
Biological Process::GO:0045900	negative regulation of translational elongation	Biological Process	4	4	True
Biological Process::GO:0045901	positive regulation of translational elongation	Biological Process	4	4	True
Biological Process::GO:0045918	negative regulation of cytolysis	Biological Process	4	4	True
Biological Process::GO:0045919	positive regulation of cytolysis	Biological Process	4	4	True
Biological Process::GO:0045925	positive regulation of female receptivity	Biological Process	4	4	True
Biological Process::GO:0045959	negative regulation of complement activation, classical pathway	Biological Process	4	4	True
Biological Process::GO:0046016	positive regulation of transcription by glucose	Biological Process	4	4	True
Biological Process::GO:0046021	regulation of transcription from RNA polymerase II promoter, mitotic	Biological Process	4	4	True
Biological Process::GO:0046070	dGTP metabolic process	Biological Process	4	4	True
Biological Process::GO:0046075	dTTP metabolic process	Biological Process	4	4	True
Biological Process::GO:0046100	hypoxanthine metabolic process	Biological Process	4	4	True
Biological Process::GO:0046101	hypoxanthine biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0046102	inosine metabolic process	Biological Process	4	4	True
Biological Process::GO:0046104	thymidine metabolic process	Biological Process	4	4	True
Biological Process::GO:0046125	pyrimidine deoxyribonucleoside metabolic process	Biological Process	4	4	True
Biological Process::GO:0046292	formaldehyde metabolic process	Biological Process	4	4	True
Biological Process::GO:0046391	5-phosphoribose 1-diphosphate metabolic process	Biological Process	4	4	True
Biological Process::GO:0046398	UDP-glucuronate metabolic process	Biological Process	4	4	True
Biological Process::GO:0046440	L-lysine metabolic process	Biological Process	4	4	True
Biological Process::GO:0046449	creatinine metabolic process	Biological Process	4	4	True
Biological Process::GO:0046490	isopentenyl diphosphate metabolic process	Biological Process	4	4	True
Biological Process::GO:0046602	regulation of mitotic centrosome separation	Biological Process	4	4	True
Biological Process::GO:0046633	alpha-beta T cell proliferation	Biological Process	4	4	True
Biological Process::GO:0046726	positive regulation by virus of viral protein levels in host cell	Biological Process	4	4	True
Biological Process::GO:0046878	positive regulation of saliva secretion	Biological Process	4	4	True
Biological Process::GO:0046881	positive regulation of follicle-stimulating hormone secretion	Biological Process	4	4	True
Biological Process::GO:0046909	intermembrane transport	Biological Process	4	4	True
Biological Process::GO:0046952	ketone body catabolic process	Biological Process	4	4	True
Biological Process::GO:0046959	habituation	Biological Process	4	4	True
Biological Process::GO:0048023	positive regulation of melanin biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0048144	fibroblast proliferation	Biological Process	4	4	True
Biological Process::GO:0048170	positive regulation of long-term neuronal synaptic plasticity	Biological Process	4	4	True
Biological Process::GO:0048254	snoRNA localization	Biological Process	4	4	True
Biological Process::GO:0048262	determination of dorsal/ventral asymmetry	Biological Process	4	4	True
Biological Process::GO:0048263	determination of dorsal identity	Biological Process	4	4	True
Biological Process::GO:0048295	positive regulation of isotype switching to IgE isotypes	Biological Process	4	4	True
Biological Process::GO:0048296	regulation of isotype switching to IgA isotypes	Biological Process	4	4	True
Biological Process::GO:0048382	mesendoderm development	Biological Process	4	4	True
Biological Process::GO:0048386	positive regulation of retinoic acid receptor signaling pathway	Biological Process	4	4	True
Biological Process::GO:0048549	positive regulation of pinocytosis	Biological Process	4	4	True
Biological Process::GO:0048550	negative regulation of pinocytosis	Biological Process	4	4	True
Biological Process::GO:0048597	post-embryonic camera-type eye morphogenesis	Biological Process	4	4	True
Biological Process::GO:0048659	smooth muscle cell proliferation	Biological Process	4	4	True
Biological Process::GO:0048681	negative regulation of axon regeneration	Biological Process	4	4	True
Biological Process::GO:0048818	positive regulation of hair follicle maturation	Biological Process	4	4	True
Biological Process::GO:0048820	hair follicle maturation	Biological Process	4	4	True
Biological Process::GO:0048861	leukemia inhibitory factor signaling pathway	Biological Process	4	4	True
Biological Process::GO:0048880	sensory system development	Biological Process	4	4	True
Biological Process::GO:0050432	catecholamine secretion	Biological Process	4	4	True
Biological Process::GO:0050689	negative regulation of defense response to virus by host	Biological Process	4	4	True
Biological Process::GO:0050705	regulation of interleukin-1 alpha secretion	Biological Process	4	4	True
Biological Process::GO:0050747	positive regulation of lipoprotein metabolic process	Biological Process	4	4	True
Biological Process::GO:0050802	circadian sleep/wake cycle, sleep	Biological Process	4	4	True
Biological Process::GO:0050923	regulation of negative chemotaxis	Biological Process	4	4	True
Biological Process::GO:0050955	thermoception	Biological Process	4	4	True
Biological Process::GO:0051031	tRNA transport	Biological Process	4	4	True
Biological Process::GO:0051106	positive regulation of DNA ligation	Biological Process	4	4	True
Biological Process::GO:0051140	regulation of NK T cell proliferation	Biological Process	4	4	True
Biological Process::GO:0051142	positive regulation of NK T cell proliferation	Biological Process	4	4	True
Biological Process::GO:0051208	sequestering of calcium ion	Biological Process	4	4	True
Biological Process::GO:0051315	attachment of mitotic spindle microtubules to kinetochore	Biological Process	4	4	True
Biological Process::GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	Biological Process	4	4	True
Biological Process::GO:0051464	positive regulation of cortisol secretion	Biological Process	4	4	True
Biological Process::GO:0051490	negative regulation of filopodium assembly	Biological Process	4	4	True
Biological Process::GO:0051572	negative regulation of histone H3-K4 methylation	Biological Process	4	4	True
Biological Process::GO:0051581	negative regulation of neurotransmitter uptake	Biological Process	4	4	True
Biological Process::GO:0051582	positive regulation of neurotransmitter uptake	Biological Process	4	4	True
Biological Process::GO:0051583	dopamine uptake involved in synaptic transmission	Biological Process	4	4	True
Biological Process::GO:0051596	methylglyoxal catabolic process	Biological Process	4	4	True
Biological Process::GO:0051611	regulation of serotonin uptake	Biological Process	4	4	True
Biological Process::GO:0051612	negative regulation of serotonin uptake	Biological Process	4	4	True
Biological Process::GO:0051665	membrane raft localization	Biological Process	4	4	True
Biological Process::GO:0051697	protein delipidation	Biological Process	4	4	True
Biological Process::GO:0051725	protein de-ADP-ribosylation	Biological Process	4	4	True
Biological Process::GO:0051790	short-chain fatty acid biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0051791	medium-chain fatty acid metabolic process	Biological Process	4	4	True
Biological Process::GO:0051794	regulation of catagen	Biological Process	4	4	True
Biological Process::GO:0051799	negative regulation of hair follicle development	Biological Process	4	4	True
Biological Process::GO:0051835	positive regulation of synapse structural plasticity	Biological Process	4	4	True
Biological Process::GO:0051882	mitochondrial depolarization	Biological Process	4	4	True
Biological Process::GO:0051919	positive regulation of fibrinolysis	Biological Process	4	4	True
Biological Process::GO:0051934	catecholamine uptake involved in synaptic transmission	Biological Process	4	4	True
Biological Process::GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	Biological Process	4	4	True
Biological Process::GO:0052055	modulation by symbiont of host molecular function	Biological Process	4	4	True
Biological Process::GO:0052405	negative regulation by host of symbiont molecular function	Biological Process	4	4	True
Biological Process::GO:0052428	modification by host of symbiont molecular function	Biological Process	4	4	True
Biological Process::GO:0055099	response to high density lipoprotein particle	Biological Process	4	4	True
Biological Process::GO:0060005	vestibular reflex	Biological Process	4	4	True
Biological Process::GO:0060018	astrocyte fate commitment	Biological Process	4	4	True
Biological Process::GO:0060058	positive regulation of apoptotic process involved in mammary gland involution	Biological Process	4	4	True
Biological Process::GO:0060083	smooth muscle contraction involved in micturition	Biological Process	4	4	True
Biological Process::GO:0060214	endocardium formation	Biological Process	4	4	True
Biological Process::GO:0060221	retinal rod cell differentiation	Biological Process	4	4	True
Biological Process::GO:0060244	negative regulation of cell proliferation involved in contact inhibition	Biological Process	4	4	True
Biological Process::GO:0060264	regulation of respiratory burst involved in inflammatory response	Biological Process	4	4	True
Biological Process::GO:0060268	negative regulation of respiratory burst	Biological Process	4	4	True
Biological Process::GO:0060278	regulation of ovulation	Biological Process	4	4	True
Biological Process::GO:0060282	positive regulation of oocyte development	Biological Process	4	4	True
Biological Process::GO:0060283	negative regulation of oocyte development	Biological Process	4	4	True
Biological Process::GO:0060298	positive regulation of sarcomere organization	Biological Process	4	4	True
Biological Process::GO:0060300	regulation of cytokine activity	Biological Process	4	4	True
Biological Process::GO:0060332	positive regulation of response to interferon-gamma	Biological Process	4	4	True
Biological Process::GO:0060335	positive regulation of interferon-gamma-mediated signaling pathway	Biological Process	4	4	True
Biological Process::GO:0060364	frontal suture morphogenesis	Biological Process	4	4	True
Biological Process::GO:0060437	lung growth	Biological Process	4	4	True
Biological Process::GO:0060447	bud outgrowth involved in lung branching	Biological Process	4	4	True
Biological Process::GO:0060481	lobar bronchus epithelium development	Biological Process	4	4	True
Biological Process::GO:0060486	Clara cell differentiation	Biological Process	4	4	True
Biological Process::GO:0060513	prostatic bud formation	Biological Process	4	4	True
Biological Process::GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	Biological Process	4	4	True
Biological Process::GO:0060535	trachea cartilage morphogenesis	Biological Process	4	4	True
Biological Process::GO:0060574	intestinal epithelial cell maturation	Biological Process	4	4	True
Biological Process::GO:0060594	mammary gland specification	Biological Process	4	4	True
Biological Process::GO:0060648	mammary gland bud morphogenesis	Biological Process	4	4	True
Biological Process::GO:0060676	ureteric bud formation	Biological Process	4	4	True
Biological Process::GO:0060686	negative regulation of prostatic bud formation	Biological Process	4	4	True
Biological Process::GO:0060737	prostate gland morphogenetic growth	Biological Process	4	4	True
Biological Process::GO:0060847	endothelial cell fate specification	Biological Process	4	4	True
Biological Process::GO:0060903	positive regulation of meiosis I	Biological Process	4	4	True
Biological Process::GO:0060913	cardiac cell fate determination	Biological Process	4	4	True
Biological Process::GO:0060921	sinoatrial node cell differentiation	Biological Process	4	4	True
Biological Process::GO:0061031	endodermal digestive tract morphogenesis	Biological Process	4	4	True
Biological Process::GO:0061043	regulation of vascular wound healing	Biological Process	4	4	True
Biological Process::GO:0061047	positive regulation of branching involved in lung morphogenesis	Biological Process	4	4	True
Biological Process::GO:0061051	positive regulation of cell growth involved in cardiac muscle cell development	Biological Process	4	4	True
Biological Process::GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	Biological Process	4	4	True
Biological Process::GO:0061056	sclerotome development	Biological Process	4	4	True
Biological Process::GO:0061073	ciliary body morphogenesis	Biological Process	4	4	True
Biological Process::GO:0061074	regulation of neural retina development	Biological Process	4	4	True
Biological Process::GO:0061083	regulation of protein refolding	Biological Process	4	4	True
Biological Process::GO:0061084	negative regulation of protein refolding	Biological Process	4	4	True
Biological Process::GO:0061086	negative regulation of histone H3-K27 methylation	Biological Process	4	4	True
Biological Process::GO:0061113	pancreas morphogenesis	Biological Process	4	4	True
Biological Process::GO:0061183	regulation of dermatome development	Biological Process	4	4	True
Biological Process::GO:0061370	testosterone biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0061428	negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	Biological Process	4	4	True
Biological Process::GO:0061550	cranial ganglion development	Biological Process	4	4	True
Biological Process::GO:0061551	trigeminal ganglion development	Biological Process	4	4	True
Biological Process::GO:0061589	calcium activated phosphatidylserine scrambling	Biological Process	4	4	True
Biological Process::GO:0061668	mitochondrial ribosome assembly	Biological Process	4	4	True
Biological Process::GO:0061684	chaperone-mediated autophagy	Biological Process	4	4	True
Biological Process::GO:0061727	methylglyoxal catabolic process to lactate	Biological Process	4	4	True
Biological Process::GO:0065001	specification of axis polarity	Biological Process	4	4	True
Biological Process::GO:0070164	negative regulation of adiponectin secretion	Biological Process	4	4	True
Biological Process::GO:0070172	positive regulation of tooth mineralization	Biological Process	4	4	True
Biological Process::GO:0070197	meiotic attachment of telomere to nuclear envelope	Biological Process	4	4	True
Biological Process::GO:0070213	protein auto-ADP-ribosylation	Biological Process	4	4	True
Biological Process::GO:0070262	peptidyl-serine dephosphorylation	Biological Process	4	4	True
Biological Process::GO:0070272	proton-transporting ATP synthase complex biogenesis	Biological Process	4	4	True
Biological Process::GO:0070294	renal sodium ion absorption	Biological Process	4	4	True
Biological Process::GO:0070295	renal water absorption	Biological Process	4	4	True
Biological Process::GO:0070309	lens fiber cell morphogenesis	Biological Process	4	4	True
Biological Process::GO:0070459	prolactin secretion	Biological Process	4	4	True
Biological Process::GO:0070508	cholesterol import	Biological Process	4	4	True
Biological Process::GO:0070571	negative regulation of neuron projection regeneration	Biological Process	4	4	True
Biological Process::GO:0070574	cadmium ion transmembrane transport	Biological Process	4	4	True
Biological Process::GO:0070589	cellular component macromolecule biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0070601	centromeric sister chromatid cohesion	Biological Process	4	4	True
Biological Process::GO:0070666	regulation of mast cell proliferation	Biological Process	4	4	True
Biological Process::GO:0070668	positive regulation of mast cell proliferation	Biological Process	4	4	True
Biological Process::GO:0070672	response to interleukin-15	Biological Process	4	4	True
Biological Process::GO:0070777	D-aspartate transport	Biological Process	4	4	True
Biological Process::GO:0070779	D-aspartate import	Biological Process	4	4	True
Biological Process::GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	Biological Process	4	4	True
Biological Process::GO:0070836	caveola assembly	Biological Process	4	4	True
Biological Process::GO:0070858	negative regulation of bile acid biosynthetic process	Biological Process	4	4	True
Biological Process::GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	Biological Process	4	4	True
Biological Process::GO:0070995	NADPH oxidation	Biological Process	4	4	True
Biological Process::GO:0071033	nuclear retention of pre-mRNA at the site of transcription	Biological Process	4	4	True
Biological Process::GO:0071034	CUT catabolic process	Biological Process	4	4	True
Biological Process::GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process	Biological Process	4	4	True
Biological Process::GO:0071043	CUT metabolic process	Biological Process	4	4	True
