context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0019915	lipid storage	Biological Process	29	29	True
Biological Process::GO:0021955	central nervous system neuron axonogenesis	Biological Process	29	29	True
Biological Process::GO:0030449	regulation of complement activation	Biological Process	29	29	True
Biological Process::GO:0030823	regulation of cGMP metabolic process	Biological Process	29	29	True
Biological Process::GO:0032007	negative regulation of TOR signaling	Biological Process	29	29	True
Biological Process::GO:0032814	regulation of natural killer cell activation	Biological Process	29	29	True
Biological Process::GO:0034587	piRNA metabolic process	Biological Process	29	29	True
Biological Process::GO:0034698	response to gonadotropin	Biological Process	29	29	True
Biological Process::GO:0035066	positive regulation of histone acetylation	Biological Process	29	29	True
Biological Process::GO:0036465	synaptic vesicle recycling	Biological Process	29	29	True
Biological Process::GO:0042036	negative regulation of cytokine biosynthetic process	Biological Process	29	29	True
Biological Process::GO:0042073	intraciliary transport	Biological Process	29	29	True
Biological Process::GO:0042168	heme metabolic process	Biological Process	29	29	True
Biological Process::GO:0043631	RNA polyadenylation	Biological Process	29	29	True
Biological Process::GO:0044062	regulation of excretion	Biological Process	29	29	True
Biological Process::GO:0045214	sarcomere organization	Biological Process	29	29	True
Biological Process::GO:0046596	regulation of viral entry into host cell	Biological Process	29	29	True
Biological Process::GO:0046685	response to arsenic-containing substance	Biological Process	29	29	True
Biological Process::GO:0046825	regulation of protein export from nucleus	Biological Process	29	29	True
Biological Process::GO:0050690	regulation of defense response to virus by virus	Biological Process	29	29	True
Biological Process::GO:0050706	regulation of interleukin-1 beta secretion	Biological Process	29	29	True
Biological Process::GO:0050931	pigment cell differentiation	Biological Process	29	29	True
Biological Process::GO:0051180	vitamin transport	Biological Process	29	29	True
Biological Process::GO:0055025	positive regulation of cardiac muscle tissue development	Biological Process	29	29	True
Biological Process::GO:0070266	necroptotic process	Biological Process	29	29	True
Biological Process::GO:0072595	maintenance of protein localization in organelle	Biological Process	29	29	True
Biological Process::GO:0098840	protein transport along microtubule	Biological Process	29	29	True
Biological Process::GO:1901021	positive regulation of calcium ion transmembrane transporter activity	Biological Process	29	29	True
Biological Process::GO:1901661	quinone metabolic process	Biological Process	29	29	True
Biological Process::GO:1901976	regulation of cell cycle checkpoint	Biological Process	29	29	True
Biological Process::GO:1902624	positive regulation of neutrophil migration	Biological Process	29	29	True
Biological Process::GO:1902803	regulation of synaptic vesicle transport	Biological Process	29	29	True
Biological Process::GO:1903959	regulation of anion transmembrane transport	Biological Process	29	29	True
Biological Process::GO:2000108	positive regulation of leukocyte apoptotic process	Biological Process	29	29	True
Biological Process::GO:2000171	negative regulation of dendrite development	Biological Process	29	29	True
Biological Process::GO:2000272	negative regulation of receptor activity	Biological Process	29	29	True
Biological Process::GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	Biological Process	29	29	True
Biological Process::GO:0000188	inactivation of MAPK activity	Biological Process	28	28	True
Biological Process::GO:0001958	endochondral ossification	Biological Process	28	28	True
Biological Process::GO:0002181	cytoplasmic translation	Biological Process	28	28	True
Biological Process::GO:0002675	positive regulation of acute inflammatory response	Biological Process	28	28	True
Biological Process::GO:0002701	negative regulation of production of molecular mediator of immune response	Biological Process	28	28	True
Biological Process::GO:0003338	metanephros morphogenesis	Biological Process	28	28	True
Biological Process::GO:0006063	uronic acid metabolic process	Biological Process	30	28	True
Biological Process::GO:0006378	mRNA polyadenylation	Biological Process	28	28	True
Biological Process::GO:0006536	glutamate metabolic process	Biological Process	28	28	True
Biological Process::GO:0006658	phosphatidylserine metabolic process	Biological Process	28	28	True
Biological Process::GO:0006929	substrate-dependent cell migration	Biological Process	28	28	True
Biological Process::GO:0007212	dopamine receptor signaling pathway	Biological Process	28	28	True
Biological Process::GO:0009395	phospholipid catabolic process	Biological Process	28	28	True
Biological Process::GO:0010453	regulation of cell fate commitment	Biological Process	28	28	True
Biological Process::GO:0010623	developmental programmed cell death	Biological Process	28	28	True
Biological Process::GO:0010743	regulation of macrophage derived foam cell differentiation	Biological Process	28	28	True
Biological Process::GO:0010762	regulation of fibroblast migration	Biological Process	28	28	True
Biological Process::GO:0010837	regulation of keratinocyte proliferation	Biological Process	28	28	True
Biological Process::GO:0010922	positive regulation of phosphatase activity	Biological Process	28	28	True
Biological Process::GO:0014896	muscle hypertrophy	Biological Process	28	28	True
Biological Process::GO:0018146	keratan sulfate biosynthetic process	Biological Process	28	28	True
Biological Process::GO:0019585	glucuronate metabolic process	Biological Process	30	28	True
Biological Process::GO:0021591	ventricular system development	Biological Process	28	28	True
Biological Process::GO:0030201	heparan sulfate proteoglycan metabolic process	Biological Process	28	28	True
Biological Process::GO:0030261	chromosome condensation	Biological Process	28	28	True
Biological Process::GO:0030866	cortical actin cytoskeleton organization	Biological Process	28	28	True
Biological Process::GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	Biological Process	28	28	True
Biological Process::GO:0031440	regulation of mRNA 3'-end processing	Biological Process	28	28	True
Biological Process::GO:0032008	positive regulation of TOR signaling	Biological Process	28	28	True
Biological Process::GO:0032770	positive regulation of monooxygenase activity	Biological Process	28	28	True
Biological Process::GO:0033014	tetrapyrrole biosynthetic process	Biological Process	28	28	True
Biological Process::GO:0034113	heterotypic cell-cell adhesion	Biological Process	28	28	True
Biological Process::GO:0035587	purinergic receptor signaling pathway	Biological Process	28	28	True
Biological Process::GO:0036075	replacement ossification	Biological Process	28	28	True
Biological Process::GO:0042310	vasoconstriction	Biological Process	28	28	True
Biological Process::GO:0042311	vasodilation	Biological Process	29	28	True
Biological Process::GO:0042430	indole-containing compound metabolic process	Biological Process	28	28	True
Biological Process::GO:0042481	regulation of odontogenesis	Biological Process	28	28	True
Biological Process::GO:0043030	regulation of macrophage activation	Biological Process	28	28	True
Biological Process::GO:0043403	skeletal muscle tissue regeneration	Biological Process	28	28	True
Biological Process::GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	Biological Process	28	28	True
Biological Process::GO:0045003	double-strand break repair via synthesis-dependent strand annealing	Biological Process	28	28	True
Biological Process::GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	Biological Process	28	28	True
Biological Process::GO:0045601	regulation of endothelial cell differentiation	Biological Process	28	28	True
Biological Process::GO:0045652	regulation of megakaryocyte differentiation	Biological Process	28	28	True
Biological Process::GO:0045746	negative regulation of Notch signaling pathway	Biological Process	28	28	True
Biological Process::GO:0045851	pH reduction	Biological Process	28	28	True
Biological Process::GO:0045922	negative regulation of fatty acid metabolic process	Biological Process	29	28	True
Biological Process::GO:0046320	regulation of fatty acid oxidation	Biological Process	28	28	True
Biological Process::GO:0046688	response to copper ion	Biological Process	28	28	True
Biological Process::GO:0046785	microtubule polymerization	Biological Process	28	28	True
Biological Process::GO:0048387	negative regulation of retinoic acid receptor signaling pathway	Biological Process	29	28	True
Biological Process::GO:0050856	regulation of T cell receptor signaling pathway	Biological Process	28	28	True
Biological Process::GO:0050974	detection of mechanical stimulus involved in sensory perception	Biological Process	28	28	True
Biological Process::GO:0051154	negative regulation of striated muscle cell differentiation	Biological Process	28	28	True
Biological Process::GO:0051350	negative regulation of lyase activity	Biological Process	28	28	True
Biological Process::GO:0051491	positive regulation of filopodium assembly	Biological Process	28	28	True
Biological Process::GO:0051973	positive regulation of telomerase activity	Biological Process	28	28	True
Biological Process::GO:0060142	regulation of syncytium formation by plasma membrane fusion	Biological Process	28	28	True
Biological Process::GO:0060306	regulation of membrane repolarization	Biological Process	28	28	True
Biological Process::GO:0060412	ventricular septum morphogenesis	Biological Process	28	28	True
Biological Process::GO:0060441	epithelial tube branching involved in lung morphogenesis	Biological Process	28	28	True
Biological Process::GO:0060479	lung cell differentiation	Biological Process	28	28	True
Biological Process::GO:0060795	cell fate commitment involved in formation of primary germ layer	Biological Process	28	28	True
Biological Process::GO:0070229	negative regulation of lymphocyte apoptotic process	Biological Process	28	28	True
Biological Process::GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	Biological Process	28	28	True
Biological Process::GO:0070741	response to interleukin-6	Biological Process	28	28	True
Biological Process::GO:0071378	cellular response to growth hormone stimulus	Biological Process	28	28	True
Biological Process::GO:0071624	positive regulation of granulocyte chemotaxis	Biological Process	28	28	True
Biological Process::GO:0071709	membrane assembly	Biological Process	28	28	True
Biological Process::GO:0072698	protein localization to microtubule cytoskeleton	Biological Process	28	28	True
Biological Process::GO:0090200	positive regulation of release of cytochrome c from mitochondria	Biological Process	28	28	True
Biological Process::GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	Biological Process	28	28	True
Biological Process::GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	Biological Process	28	28	True
Biological Process::GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	Biological Process	29	28	True
Biological Process::GO:1902808	positive regulation of cell cycle G1/S phase transition	Biological Process	28	28	True
Biological Process::GO:1904292	regulation of ERAD pathway	Biological Process	28	28	True
Biological Process::GO:0001964	startle response	Biological Process	27	27	True
Biological Process::GO:0002228	natural killer cell mediated immunity	Biological Process	27	27	True
Biological Process::GO:0002714	positive regulation of B cell mediated immunity	Biological Process	27	27	True
Biological Process::GO:0002891	positive regulation of immunoglobulin mediated immune response	Biological Process	27	27	True
Biological Process::GO:0003209	cardiac atrium morphogenesis	Biological Process	27	27	True
Biological Process::GO:0006656	phosphatidylcholine biosynthetic process	Biological Process	27	27	True
Biological Process::GO:0006692	prostanoid metabolic process	Biological Process	27	27	True
Biological Process::GO:0006693	prostaglandin metabolic process	Biological Process	27	27	True
Biological Process::GO:0006735	NADH regeneration	Biological Process	27	27	True
Biological Process::GO:0006760	folic acid-containing compound metabolic process	Biological Process	27	27	True
Biological Process::GO:0007143	female meiotic division	Biological Process	27	27	True
Biological Process::GO:0007274	neuromuscular synaptic transmission	Biological Process	27	27	True
Biological Process::GO:0009081	branched-chain amino acid metabolic process	Biological Process	27	27	True
Biological Process::GO:0009261	ribonucleotide catabolic process	Biological Process	27	27	True
Biological Process::GO:0009649	entrainment of circadian clock	Biological Process	27	27	True
Biological Process::GO:0010591	regulation of lamellipodium assembly	Biological Process	27	27	True
Biological Process::GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	Biological Process	27	27	True
Biological Process::GO:0016445	somatic diversification of immunoglobulins	Biological Process	27	27	True
Biological Process::GO:0021680	cerebellar Purkinje cell layer development	Biological Process	27	27	True
Biological Process::GO:0031114	regulation of microtubule depolymerization	Biological Process	27	27	True
Biological Process::GO:0031640	killing of cells of other organism	Biological Process	27	27	True
Biological Process::GO:0032733	positive regulation of interleukin-10 production	Biological Process	27	27	True
Biological Process::GO:0033006	regulation of mast cell activation involved in immune response	Biological Process	27	27	True
Biological Process::GO:0033081	regulation of T cell differentiation in thymus	Biological Process	27	27	True
Biological Process::GO:0033120	positive regulation of RNA splicing	Biological Process	27	27	True
Biological Process::GO:0033344	cholesterol efflux	Biological Process	27	27	True
Biological Process::GO:0035329	hippo signaling	Biological Process	27	27	True
Biological Process::GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	Biological Process	29	27	True
Biological Process::GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	Biological Process	27	27	True
Biological Process::GO:0042104	positive regulation of activated T cell proliferation	Biological Process	27	27	True
Biological Process::GO:0042346	positive regulation of NF-kappaB import into nucleus	Biological Process	27	27	True
Biological Process::GO:0043304	regulation of mast cell degranulation	Biological Process	27	27	True
Biological Process::GO:0044364	disruption of cells of other organism	Biological Process	27	27	True
Biological Process::GO:0045026	plasma membrane fusion	Biological Process	27	27	True
Biological Process::GO:0045616	regulation of keratinocyte differentiation	Biological Process	27	27	True
Biological Process::GO:0045686	negative regulation of glial cell differentiation	Biological Process	27	27	True
Biological Process::GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	Biological Process	27	27	True
Biological Process::GO:0045879	negative regulation of smoothened signaling pathway	Biological Process	27	27	True
Biological Process::GO:0048147	negative regulation of fibroblast proliferation	Biological Process	27	27	True
Biological Process::GO:0048710	regulation of astrocyte differentiation	Biological Process	27	27	True
Biological Process::GO:0051125	regulation of actin nucleation	Biological Process	27	27	True
Biological Process::GO:0051294	establishment of spindle orientation	Biological Process	27	27	True
Biological Process::GO:0051569	regulation of histone H3-K4 methylation	Biological Process	27	27	True
Biological Process::GO:0060396	growth hormone receptor signaling pathway	Biological Process	27	27	True
Biological Process::GO:0060421	positive regulation of heart growth	Biological Process	27	27	True
Biological Process::GO:0060487	lung epithelial cell differentiation	Biological Process	27	27	True
Biological Process::GO:0060512	prostate gland morphogenesis	Biological Process	27	27	True
Biological Process::GO:0060669	embryonic placenta morphogenesis	Biological Process	27	27	True
Biological Process::GO:0060706	cell differentiation involved in embryonic placenta development	Biological Process	27	27	True
Biological Process::GO:0061217	regulation of mesonephros development	Biological Process	27	27	True
Biological Process::GO:0061615	glycolytic process through fructose-6-phosphate	Biological Process	27	27	True
Biological Process::GO:0061620	glycolytic process through glucose-6-phosphate	Biological Process	27	27	True
Biological Process::GO:0061621	canonical glycolysis	Biological Process	27	27	True
Biological Process::GO:0061718	glucose catabolic process to pyruvate	Biological Process	27	27	True
Biological Process::GO:0070306	lens fiber cell differentiation	Biological Process	27	27	True
Biological Process::GO:0070979	protein K11-linked ubiquitination	Biological Process	27	27	True
Biological Process::GO:0071549	cellular response to dexamethasone stimulus	Biological Process	27	27	True
Biological Process::GO:1900101	regulation of endoplasmic reticulum unfolded protein response	Biological Process	27	27	True
Biological Process::GO:1901186	positive regulation of ERBB signaling pathway	Biological Process	27	27	True
Biological Process::GO:1901381	positive regulation of potassium ion transmembrane transport	Biological Process	27	27	True
Biological Process::GO:1901797	negative regulation of signal transduction by p53 class mediator	Biological Process	27	27	True
Biological Process::GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	Biological Process	27	27	True
Biological Process::GO:1903170	negative regulation of calcium ion transmembrane transport	Biological Process	27	27	True
Biological Process::GO:2000008	regulation of protein localization to cell surface	Biological Process	27	27	True
Biological Process::GO:2000191	regulation of fatty acid transport	Biological Process	27	27	True
Biological Process::GO:2000398	regulation of thymocyte aggregation	Biological Process	27	27	True
Biological Process::GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	Biological Process	27	27	True
Biological Process::GO:2000772	regulation of cellular senescence	Biological Process	27	27	True
Biological Process::GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	Biological Process	26	26	True
Biological Process::GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process	26	26	True
Biological Process::GO:0000768	syncytium formation by plasma membrane fusion	Biological Process	26	26	True
Biological Process::GO:0001573	ganglioside metabolic process	Biological Process	26	26	True
Biological Process::GO:0001738	morphogenesis of a polarized epithelium	Biological Process	26	26	True
Biological Process::GO:0001782	B cell homeostasis	Biological Process	26	26	True
Biological Process::GO:0006308	DNA catabolic process	Biological Process	26	26	True
Biological Process::GO:0006376	mRNA splice site selection	Biological Process	26	26	True
Biological Process::GO:0006829	zinc II ion transport	Biological Process	26	26	True
Biological Process::GO:0009154	purine ribonucleotide catabolic process	Biological Process	26	26	True
Biological Process::GO:0009595	detection of biotic stimulus	Biological Process	28	26	True
Biological Process::GO:0009812	flavonoid metabolic process	Biological Process	28	26	True
Biological Process::GO:0010575	positive regulation of vascular endothelial growth factor production	Biological Process	26	26	True
Biological Process::GO:0010800	positive regulation of peptidyl-threonine phosphorylation	Biological Process	26	26	True
Biological Process::GO:0014044	Schwann cell development	Biological Process	26	26	True
Biological Process::GO:0014897	striated muscle hypertrophy	Biological Process	26	26	True
Biological Process::GO:0014904	myotube cell development	Biological Process	26	26	True
Biological Process::GO:0021511	spinal cord patterning	Biological Process	26	26	True
Biological Process::GO:0021871	forebrain regionalization	Biological Process	26	26	True
Biological Process::GO:0030041	actin filament polymerization	Biological Process	26	26	True
Biological Process::GO:0030325	adrenal gland development	Biological Process	26	26	True
Biological Process::GO:0031280	negative regulation of cyclase activity	Biological Process	26	26	True
Biological Process::GO:0031365	N-terminal protein amino acid modification	Biological Process	26	26	True
Biological Process::GO:0032205	negative regulation of telomere maintenance	Biological Process	26	26	True
Biological Process::GO:0032369	negative regulation of lipid transport	Biological Process	26	26	True
Biological Process::GO:0032673	regulation of interleukin-4 production	Biological Process	28	26	True
Biological Process::GO:0033032	regulation of myeloid cell apoptotic process	Biological Process	26	26	True
Biological Process::GO:0033146	regulation of intracellular estrogen receptor signaling pathway	Biological Process	27	26	True
Biological Process::GO:0034105	positive regulation of tissue remodeling	Biological Process	26	26	True
Biological Process::GO:0035412	regulation of catenin import into nucleus	Biological Process	26	26	True
Biological Process::GO:0036151	phosphatidylcholine acyl-chain remodeling	Biological Process	26	26	True
Biological Process::GO:0042133	neurotransmitter metabolic process	Biological Process	26	26	True
Biological Process::GO:0042417	dopamine metabolic process	Biological Process	26	26	True
Biological Process::GO:0043243	positive regulation of protein complex disassembly	Biological Process	26	26	True
Biological Process::GO:0043277	apoptotic cell clearance	Biological Process	26	26	True
Biological Process::GO:0043534	blood vessel endothelial cell migration	Biological Process	26	26	True
Biological Process::GO:0044803	multi-organism membrane organization	Biological Process	26	26	True
Biological Process::GO:0045622	regulation of T-helper cell differentiation	Biological Process	26	26	True
Biological Process::GO:0045662	negative regulation of myoblast differentiation	Biological Process	26	26	True
Biological Process::GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	Biological Process	26	26	True
Biological Process::GO:0045932	negative regulation of muscle contraction	Biological Process	26	26	True
Biological Process::GO:0046173	polyol biosynthetic process	Biological Process	26	26	True
Biological Process::GO:0046487	glyoxylate metabolic process	Biological Process	26	26	True
Biological Process::GO:0048596	embryonic camera-type eye morphogenesis	Biological Process	26	26	True
Biological Process::GO:0050820	positive regulation of coagulation	Biological Process	26	26	True
Biological Process::GO:0050892	intestinal absorption	Biological Process	26	26	True
Biological Process::GO:0050926	regulation of positive chemotaxis	Biological Process	26	26	True
Biological Process::GO:0051354	negative regulation of oxidoreductase activity	Biological Process	26	26	True
Biological Process::GO:0051412	response to corticosterone	Biological Process	26	26	True
Biological Process::GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	Biological Process	26	26	True
Biological Process::GO:0060419	heart growth	Biological Process	26	26	True
Biological Process::GO:0061013	regulation of mRNA catabolic process	Biological Process	26	26	True
Biological Process::GO:0061028	establishment of endothelial barrier	Biological Process	26	26	True
Biological Process::GO:0071295	cellular response to vitamin	Biological Process	26	26	True
Biological Process::GO:0071353	cellular response to interleukin-4	Biological Process	26	26	True
Biological Process::GO:0071542	dopaminergic neuron differentiation	Biological Process	26	26	True
Biological Process::GO:0071634	regulation of transforming growth factor beta production	Biological Process	26	26	True
Biological Process::GO:0086003	cardiac muscle cell contraction	Biological Process	26	26	True
Biological Process::GO:0086091	regulation of heart rate by cardiac conduction	Biological Process	26	26	True
Biological Process::GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	Biological Process	26	26	True
Biological Process::GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	Biological Process	26	26	True
Biological Process::GO:1902017	regulation of cilium assembly	Biological Process	26	26	True
Biological Process::GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	Biological Process	26	26	True
Biological Process::GO:1902668	negative regulation of axon guidance	Biological Process	26	26	True
Biological Process::GO:1902750	negative regulation of cell cycle G2/M phase transition	Biological Process	26	26	True
Biological Process::GO:1903670	regulation of sprouting angiogenesis	Biological Process	26	26	True
Biological Process::GO:2000144	positive regulation of DNA-templated transcription, initiation	Biological Process	26	26	True
Biological Process::GO:2000279	negative regulation of DNA biosynthetic process	Biological Process	26	26	True
Biological Process::GO:2000352	negative regulation of endothelial cell apoptotic process	Biological Process	26	26	True
Biological Process::GO:2000403	positive regulation of lymphocyte migration	Biological Process	26	26	True
Biological Process::GO:2000826	regulation of heart morphogenesis	Biological Process	26	26	True
Biological Process::GO:0000002	mitochondrial genome maintenance	Biological Process	25	25	True
Biological Process::GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	Biological Process	25	25	True
Biological Process::GO:0001773	myeloid dendritic cell activation	Biological Process	25	25	True
Biological Process::GO:0002287	alpha-beta T cell activation involved in immune response	Biological Process	25	25	True
Biological Process::GO:0002293	alpha-beta T cell differentiation involved in immune response	Biological Process	25	25	True
Biological Process::GO:0002323	natural killer cell activation involved in immune response	Biological Process	25	25	True
Biological Process::GO:0002828	regulation of type 2 immune response	Biological Process	25	25	True
Biological Process::GO:0003300	cardiac muscle hypertrophy	Biological Process	25	25	True
Biological Process::GO:0006084	acetyl-CoA metabolic process	Biological Process	25	25	True
Biological Process::GO:0006298	mismatch repair	Biological Process	25	25	True
Biological Process::GO:0006688	glycosphingolipid biosynthetic process	Biological Process	25	25	True
Biological Process::GO:0006779	porphyrin-containing compound biosynthetic process	Biological Process	25	25	True
Biological Process::GO:0007026	negative regulation of microtubule depolymerization	Biological Process	25	25	True
Biological Process::GO:0007045	cell-substrate adherens junction assembly	Biological Process	25	25	True
Biological Process::GO:0007176	regulation of epidermal growth factor-activated receptor activity	Biological Process	25	25	True
Biological Process::GO:0008089	anterograde axonal transport	Biological Process	25	25	True
Biological Process::GO:0008207	C21-steroid hormone metabolic process	Biological Process	25	25	True
Biological Process::GO:0008299	isoprenoid biosynthetic process	Biological Process	25	25	True
Biological Process::GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	Biological Process	25	25	True
Biological Process::GO:0014888	striated muscle adaptation	Biological Process	25	25	True
Biological Process::GO:0016572	histone phosphorylation	Biological Process	25	25	True
Biological Process::GO:0021854	hypothalamus development	Biological Process	25	25	True
Biological Process::GO:0030206	chondroitin sulfate biosynthetic process	Biological Process	25	25	True
Biological Process::GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	Biological Process	25	25	True
Biological Process::GO:0030878	thyroid gland development	Biological Process	25	25	True
Biological Process::GO:0032201	telomere maintenance via semi-conservative replication	Biological Process	25	25	True
Biological Process::GO:0032925	regulation of activin receptor signaling pathway	Biological Process	25	25	True
Biological Process::GO:0033057	multicellular organismal reproductive behavior	Biological Process	25	25	True
Biological Process::GO:0033119	negative regulation of RNA splicing	Biological Process	25	25	True
Biological Process::GO:0034198	cellular response to amino acid starvation	Biological Process	25	25	True
Biological Process::GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	Biological Process	25	25	True
Biological Process::GO:0034695	response to prostaglandin E	Biological Process	25	25	True
Biological Process::GO:0035249	synaptic transmission, glutamatergic	Biological Process	25	25	True
Biological Process::GO:0035640	exploration behavior	Biological Process	25	25	True
Biological Process::GO:0040001	establishment of mitotic spindle localization	Biological Process	25	25	True
Biological Process::GO:0042181	ketone biosynthetic process	Biological Process	25	25	True
Biological Process::GO:0042267	natural killer cell mediated cytotoxicity	Biological Process	25	25	True
Biological Process::GO:0042749	regulation of circadian sleep/wake cycle	Biological Process	25	25	True
Biological Process::GO:0045123	cellular extravasation	Biological Process	25	25	True
Biological Process::GO:0045577	regulation of B cell differentiation	Biological Process	25	25	True
Biological Process::GO:0045880	positive regulation of smoothened signaling pathway	Biological Process	25	25	True
Biological Process::GO:0045920	negative regulation of exocytosis	Biological Process	25	25	True
Biological Process::GO:0045939	negative regulation of steroid metabolic process	Biological Process	25	25	True
Biological Process::GO:0045956	positive regulation of calcium ion-dependent exocytosis	Biological Process	25	25	True
Biological Process::GO:0045992	negative regulation of embryonic development	Biological Process	25	25	True
Biological Process::GO:0046636	negative regulation of alpha-beta T cell activation	Biological Process	25	25	True
Biological Process::GO:0048041	focal adhesion assembly	Biological Process	25	25	True
Biological Process::GO:0048333	mesodermal cell differentiation	Biological Process	25	25	True
Biological Process::GO:0050927	positive regulation of positive chemotaxis	Biological Process	25	25	True
Biological Process::GO:0050996	positive regulation of lipid catabolic process	Biological Process	25	25	True
Biological Process::GO:0051261	protein depolymerization	Biological Process	25	25	True
Biological Process::GO:0051452	intracellular pH reduction	Biological Process	25	25	True
Biological Process::GO:0051955	regulation of amino acid transport	Biological Process	25	25	True
Biological Process::GO:0055017	cardiac muscle tissue growth	Biological Process	25	25	True
Biological Process::GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	Biological Process	25	25	True
Biological Process::GO:0060330	regulation of response to interferon-gamma	Biological Process	25	25	True
Biological Process::GO:0060740	prostate gland epithelium morphogenesis	Biological Process	25	25	True
Biological Process::GO:0061037	negative regulation of cartilage development	Biological Process	26	25	True
Biological Process::GO:0061512	protein localization to cilium	Biological Process	25	25	True
Biological Process::GO:0071364	cellular response to epidermal growth factor stimulus	Biological Process	25	25	True
Biological Process::GO:0072378	blood coagulation, fibrin clot formation	Biological Process	25	25	True
Biological Process::GO:0072666	establishment of protein localization to vacuole	Biological Process	25	25	True
Biological Process::GO:0086004	regulation of cardiac muscle cell contraction	Biological Process	25	25	True
Biological Process::GO:0090023	positive regulation of neutrophil chemotaxis	Biological Process	25	25	True
Biological Process::GO:1900744	regulation of p38MAPK cascade	Biological Process	25	25	True
Biological Process::GO:1901071	glucosamine-containing compound metabolic process	Biological Process	25	25	True
Biological Process::GO:1903409	reactive oxygen species biosynthetic process	Biological Process	25	25	True
Biological Process::GO:1903513	endoplasmic reticulum to cytosol transport	Biological Process	25	25	True
Biological Process::GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	Biological Process	25	25	True
Biological Process::GO:1904019	epithelial cell apoptotic process	Biological Process	25	25	True
Biological Process::GO:1904037	positive regulation of epithelial cell apoptotic process	Biological Process	25	25	True
Biological Process::GO:0000272	polysaccharide catabolic process	Biological Process	24	24	True
Biological Process::GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response	Biological Process	26	24	True
Biological Process::GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	Biological Process	24	24	True
Biological Process::GO:0005978	glycogen biosynthetic process	Biological Process	24	24	True
Biological Process::GO:0006356	regulation of transcription from RNA polymerase I promoter	Biological Process	24	24	True
Biological Process::GO:0006623	protein targeting to vacuole	Biological Process	24	24	True
Biological Process::GO:0006706	steroid catabolic process	Biological Process	24	24	True
Biological Process::GO:0007194	negative regulation of adenylate cyclase activity	Biological Process	24	24	True
Biological Process::GO:0007214	gamma-aminobutyric acid signaling pathway	Biological Process	24	24	True
Biological Process::GO:0008334	histone mRNA metabolic process	Biological Process	24	24	True
Biological Process::GO:0009065	glutamine family amino acid catabolic process	Biological Process	24	24	True
Biological Process::GO:0009083	branched-chain amino acid catabolic process	Biological Process	24	24	True
Biological Process::GO:0009218	pyrimidine ribonucleotide metabolic process	Biological Process	24	24	True
Biological Process::GO:0009250	glucan biosynthetic process	Biological Process	24	24	True
Biological Process::GO:0009648	photoperiodism	Biological Process	24	24	True
Biological Process::GO:0010662	regulation of striated muscle cell apoptotic process	Biological Process	24	24	True
Biological Process::GO:0010714	positive regulation of collagen metabolic process	Biological Process	24	24	True
Biological Process::GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	Biological Process	24	24	True
Biological Process::GO:0015893	drug transport	Biological Process	24	24	True
Biological Process::GO:0015949	nucleobase-containing small molecule interconversion	Biological Process	24	24	True
Biological Process::GO:0018023	peptidyl-lysine trimethylation	Biological Process	24	24	True
Biological Process::GO:0021513	spinal cord dorsal/ventral patterning	Biological Process	24	24	True
Biological Process::GO:0021533	cell differentiation in hindbrain	Biological Process	24	24	True
Biological Process::GO:0021697	cerebellar cortex formation	Biological Process	24	24	True
Biological Process::GO:0030194	positive regulation of blood coagulation	Biological Process	24	24	True
Biological Process::GO:0032456	endocytic recycling	Biological Process	24	24	True
Biological Process::GO:0032786	positive regulation of DNA-templated transcription, elongation	Biological Process	24	24	True
