hetionet_gene_id	hetionet_entrez_id	hetionet_name	current_entrez_id	current_hgnc_symbol	original_ensembl_id	gene_type	all_samples_zero	mapping_status
Gene::5166	5166	PDK4	5166	PDK4	ENSG00000004799.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::85413	85413	SLC22A16	85413	SLC22A16	ENSG00000004809.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::51364	51364	ZMYND10	51364	ZMYND10	ENSG00000004838.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::340273	340273	ABCB5	340273	ABCB5	ENSG00000004846.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::170302	170302	ARX	170302	ARX	ENSG00000004848.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::10165	10165	SLC25A13	10165	SLC25A13	ENSG00000004864.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::7982	7982	ST7	7982	ST7	ENSG00000004866.22	protein_coding	False	mapped_by_hgnc_entrez
Gene::996	996	CDC27	996	CDC27	ENSG00000004897.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6521	6521	SLC4A1	6521	SLC4A1	ENSG00000004939.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::799	799	CALCR	799	CALCR	ENSG00000004948.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3052	3052	HCCS	3052	HCCS	ENSG00000004961.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::1856	1856	DVL2	1856	DVL2	ENSG00000004975.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::64063	64063	PRSS22	64063	PRSS22	ENSG00000005001.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::5976	5976	UPF1	5976	UPF1	ENSG00000005007.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::8935	8935	SKAP2	8935	SKAP2	ENSG00000005020.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::292	292	SLC25A5	292	SLC25A5	ENSG00000005022.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::55013	55013	CCDC109B	55013	MCUB	ENSG00000005059.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3207	3207	HOXA11	3207	HOXA11	ENSG00000005073.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::5439	5439	POLR2J	5439	POLR2J	ENSG00000005075.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::56919	56919	DHX33	56919	DHX33	ENSG00000005100.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4222	4222	MEOX1	4222	MEOX1	ENSG00000005102.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::221981	221981	THSD7A	221981	THSD7A	ENSG00000005108.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3980	3980	LIG3	3980	LIG3	ENSG00000005156.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::79657	79657	RPAP3	79657	RPAP3	ENSG00000005175.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::6296	6296	ACSM3	6296	ACSM3	ENSG00000005187.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::81691	81691	LOC81691	81691	REXO5	ENSG00000005189.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::57019	57019	CIAPIN1	57019	CIAPIN1	ENSG00000005194.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::56928	56928	SPPL2B	56928	SPPL2B	ENSG00000005206.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::80256	80256	FAM214B	80256	ATOSB	ENSG00000005238.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::51226	51226	COPZ2	51226	COPZ2	ENSG00000005243.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::5577	5577	PRKAR2B	5577	PRKAR2B	ENSG00000005249.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10943	10943	MSL3	10943	MSL3	ENSG00000005302.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::1387	1387	CREBBP	1387	CREBBP	ENSG00000005339.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::9256	9256	BZRAP1	9256	TSPOAP1	ENSG00000005379.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::4353	4353	MPO	4353	MPO	ENSG00000005381.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::5444	5444	PON1	5444	PON1	ENSG00000005421.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::6936	6936	GCFC2	6936	GCFC2	ENSG00000005436.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::84058	84058	WDR54	84058	WDR54	ENSG00000005448.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::54677	54677	CROT	54677	CROT	ENSG00000005469.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::5244	5244	ABCB4	5244	ABCB4	ENSG00000005471.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::55904	55904	KMT2E	55904	KMT2E	ENSG00000005483.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::57414	57414	RHBDD2	57414	RHBDD2	ENSG00000005486.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::30812	30812	SOX8	30812	SOX8	ENSG00000005513.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::25998	25998	IBTK	25998	IBTK	ENSG00000005700.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::7748	7748	ZNF195	7748	ZNF195	ENSG00000005801.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::23077	23077	MYCBP2	23077	MYCBP2	ENSG00000005810.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::26224	26224	FBXL3	26224	FBXL3	ENSG00000005812.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::3683	3683	ITGAL	3683	ITGAL	ENSG00000005844.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::5164	5164	PDK2	5164	PDK2	ENSG00000005882.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::3675	3675	ITGA3	3675	ITGA3	ENSG00000005884.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::7543	7543	ZFX	7543	ZFX	ENSG00000005889.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3920	3920	LAMP2	3920	LAMP2	ENSG00000005893.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3674	3674	ITGA2B	3674	ITGA2B	ENSG00000005961.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::51666	51666	ASB4	51666	ASB4	ENSG00000005981.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::51573	51573	GDE1	51573	GDE1	ENSG00000006007.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55049	55049	C19orf60	55049	REX1BD	ENSG00000006015.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::9244	9244	CRLF1	9244	CRLF1	ENSG00000006016.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::114881	114881	OSBPL7	114881	OSBPL7	ENSG00000006025.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::26022	26022	TMEM98	26022	TMEM98	ENSG00000006042.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51087	51087	YBX2	51087	YBX2	ENSG00000006047.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3883	3883	KRT33A	3883	KRT33A	ENSG00000006059.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::9020	9020	MAP3K14	9020	MAP3K14	ENSG00000006062.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::6833	6833	ABCC8	6833	ABCC8	ENSG00000006071.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::10368	10368	CACNG3	10368	CACNG3	ENSG00000006116.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::54972	54972	TMEM132A	54972	TMEM132A	ENSG00000006118.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::163	163	AP2B1	163	AP2B1	ENSG00000006125.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::6863	6863	TAC1	6863	TAC1	ENSG00000006128.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10127	10127	ZNF263	10127	ZNF263	ENSG00000006194.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::6376	6376	CX3CL1	6376	CX3CL1	ENSG00000006210.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::64847	64847	SPATA20	64847	SPATA20	ENSG00000006282.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::8913	8913	CACNA1G	8913	CACNA1G	ENSG00000006283.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::51330	51330	TNFRSF12A	51330	TNFRSF12A	ENSG00000006327.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::1750	1750	DLX6	1750	DLX6	ENSG00000006377.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::4293	4293	MAP3K9	4293	MAP3K9	ENSG00000006432.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::5898	5898	RALA	5898	RALA	ENSG00000006451.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::55971	55971	BAIAP2L1	55971	BAIAP2L1	ENSG00000006453.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::80853	80853	KDM7A	80853	KDM7A	ENSG00000006459.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::2115	2115	ETV1	2115	ETV1	ENSG00000006468.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::55750	55750	AGK	55750	AGK	ENSG00000006530.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::221	221	ALDH3B1	221	ALDH3B1	ENSG00000006534.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::55001	55001	TTC22	55001	TTC22	ENSG00000006555.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::57157	57157	PHTF2	57157	PHTF2	ENSG00000006576.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::10344	10344	CCL26	10344	CCL26	ENSG00000006606.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::9855	9855	FARP2	9855	FARP2	ENSG00000006607.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::10083	10083	USH1C	10083	USH1C	ENSG00000006611.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79017	79017	GGCT	79017	GGCT	ENSG00000006625.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::10926	10926	DBF4	10926	DBF4	ENSG00000006634.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::6915	6915	TBXA2R	6915	TBXA2R	ENSG00000006638.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3475	3475	IFRD1	3475	IFRD1	ENSG00000006652.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::56891	56891	LGALS14	56891	LGALS14	ENSG00000006659.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::1352	1352	COX10	1352	COX10	ENSG00000006695.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::9569	9569	GTF2IRD1	9569	GTF2IRD1	ENSG00000006704.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::54623	54623	PAF1	54623	PAF1	ENSG00000006712.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::27072	27072	VPS41	27072	VPS41	ENSG00000006715.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9912	9912	ARHGAP44	9912	ARHGAP44	ENSG00000006740.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::60528	60528	ELAC2	60528	ELAC2	ENSG00000006744.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::85477	85477	SCIN	85477	SCIN	ENSG00000006747.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::414	414	ARSD	414	ARSD	ENSG00000006756.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::8228	8228	PNPLA4	8228	PNPLA4	ENSG00000006757.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::8735	8735	MYH13	8735	MYH13	ENSG00000006788.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::79602	79602	ADIPOR2	79602	ADIPOR2	ENSG00000006831.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::51265	51265	CDKL3	51265	CDKL3	ENSG00000006837.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::151531	151531	UPP2	151531	UPP2	ENSG00000007001.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10942	10942	PRSS21	10942	PRSS21	ENSG00000007038.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::57787	57787	MARK4	57787	MARK4	ENSG00000007047.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::8842	8842	PROM1	8842	PROM1	ENSG00000007062.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::115098	115098	CCDC124	115098	CCDC124	ENSG00000007080.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::90273	90273	CEACAM21	90273	CEACAM21	ENSG00000007129.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5048	5048	PAFAH1B1	5048	PAFAH1B1	ENSG00000007168.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4843	4843	NOS2	4843	NOS2	ENSG00000007171.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::1770	1770	DNAH9	1770	DNAH9	ENSG00000007174.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::9703	9703	KIAA0100	9703	BLTP2	ENSG00000007202.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::9058	9058	SLC13A2	9058	SLC13A2	ENSG00000007216.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::8522	8522	GAS7	8522	GAS7	ENSG00000007237.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::79090	79090	TRAPPC6A	79090	TRAPPC6A	ENSG00000007255.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::4145	4145	MATK	4145	MATK	ENSG00000007264.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::1087	1087	CEACAM7	1087	CEACAM7	ENSG00000007306.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::974	974	CD79B	974	CD79B	ENSG00000007312.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::6329	6329	SCN4A	6329	SCN4A	ENSG00000007314.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::54879	54879	ST7L	54879	ST7L	ENSG00000007341.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::8277	8277	TKTL1	8277	TKTL1	ENSG00000007350.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::5080	5080	PAX6	5080	PAX6	ENSG00000007372.24	protein_coding	False	mapped_by_hgnc_entrez
Gene::113000	113000	RPUSD1	113000	RPUSD1	ENSG00000007376.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::64285	64285	RHBDF1	64285	RHBDF1	ENSG00000007384.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::55692	55692	LUC7L	55692	LUC7L	ENSG00000007392.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::9254	9254	CACNA2D2	9254	CACNA2D2	ENSG00000007402.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::8938	8938	BAIAP3	8938	BAIAP3	ENSG00000007516.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::115939	115939	TSR3	115939	TSR3	ENSG00000007520.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::9091	9091	PIGQ	9091	PIGQ	ENSG00000007541.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::57585	57585	CRAMP1L	57585	CRAMP1	ENSG00000007545.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::7005	7005	TEAD3	7005	TEAD3	ENSG00000007866.22	protein_coding	False	mapped_by_hgnc_entrez
Gene::6401	6401	SELE	6401	SELE	ENSG00000007908.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::55735	55735	DNAJC11	55735	DNAJC11	ENSG00000007923.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::2328	2328	FMO3	2328	FMO3	ENSG00000007933.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::29116	29116	MYLIP	29116	MYLIP	ENSG00000007944.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::27035	27035	NOX1	27035	NOX1	ENSG00000007952.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::1870	1870	E2F2	1870	E2F2	ENSG00000007968.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::5689	5689	PSMB1	5689	PSMB1	ENSG00000008018.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::6853	6853	SYN1	6853	SYN1	ENSG00000008056.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::3720	3720	JARID2	3720	JARID2	ENSG00000008083.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6792	6792	CDKL5	6792	CDKL5	ENSG00000008086.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::57172	57172	CAMK1G	57172	CAMK1G	ENSG00000008118.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::728642	728642	CDK11A	728642	CDK11A	ENSG00000008128.23	protein_coding	False	mapped_by_hgnc_entrez
Gene::65220	65220	NADK	65220	NADK	ENSG00000008130.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::7021	7021	TFAP2B	7021	TFAP2B	ENSG00000008196.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::83741	83741	TFAP2D	83741	TFAP2D	ENSG00000008197.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::9940	9940	DLEC1	9940	DLEC1	ENSG00000008226.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::9265	9265	CYTH3	9265	CYTH3	ENSG00000008256.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::53616	53616	ADAM22	53616	ADAM22	ENSG00000008277.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6856	6856	SYPL1	6856	SYPL1	ENSG00000008282.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::1534	1534	CYB561	1534	CYB561	ENSG00000008283.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9043	9043	SPAG9	9043	SPAG9	ENSG00000008294.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::1951	1951	CELSR3	1951	CELSR3	ENSG00000008300.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::10157	10157	AASS	10157	AASS	ENSG00000008311.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::55200	55200	PLEKHG6	55200	PLEKHG6	ENSG00000008323.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::51188	51188	SS18L2	51188	SS18L2	ENSG00000008324.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::84954	84954	MPND	84954	MPND	ENSG00000008382.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::4257	4257	MGST1	4257	MGST1	ENSG00000008394.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::1407	1407	CRY1	1407	CRY1	ENSG00000008405.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::8993	8993	PGLYRP1	8993	PGLYRP1	ENSG00000008438.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::4784	4784	NFIX	4784	NFIX	ENSG00000008441.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::6482	6482	ST3GAL1	6482	ST3GAL1	ENSG00000008513.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::64386	64386	MMP25	64386	MMP25	ENSG00000008516.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::9235	9235	IL32	9235	IL32	ENSG00000008517.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5310	5310	PKD1	5310	PKD1	ENSG00000008710.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::23542	23542	MAPK8IP2	23542	MAPK8IP2	ENSG00000008735.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::9862	9862	MED24	9862	MED24	ENSG00000008838.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::23221	23221	RHOBTB2	23221	RHOBTB2	ENSG00000008853.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::54497	54497	HEATR5B	54497	HEATR5B	ENSG00000008869.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::7095	7095	SEC62	7095	SEC62	ENSG00000008952.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::6224	6224	RPS20	6224	RPS20	ENSG00000008988.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::7812	7812	CSDE1	7812	CSDE1	ENSG00000009307.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9690	9690	UBE3C	9690	UBE3C	ENSG00000009335.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5980	5980	REV3L	5980	REV3L	ENSG00000009413.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::10178	10178	TENM1	10178	TENM1	ENSG00000009694.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5081	5081	PAX7	5081	PAX7	ENSG00000009709.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10747	10747	MASP2	10747	MASP2	ENSG00000009724.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::389434	389434	IYD	389434	IYD	ENSG00000009765.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::199870	199870	FAM76A	199870	FAM76A	ENSG00000009780.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::80342	80342	TRAF3IP3	80342	TRAF3IP3	ENSG00000009790.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::29954	29954	POMT2	29954	POMT2	ENSG00000009830.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51534	51534	VTA1	51534	VTA1	ENSG00000009844.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51085	51085	MLXIPL	51085	MLXIPL	ENSG00000009950.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9031	9031	BAZ1B	9031	BAZ1B	ENSG00000009954.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::10048	10048	RANBP9	10048	RANBP9	ENSG00000010017.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::51513	51513	ETV7	51513	ETV7	ENSG00000010030.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::83932	83932	SPRTN	83932	SPRTN	ENSG00000010072.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51603	51603	METTL13	51603	METTL13	ENSG00000010165.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::8798	8798	DYRK4	8798	DYRK4	ENSG00000010219.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::7756	7756	ZNF207	7756	ZNF207	ENSG00000010244.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::7384	7384	UQCRC1	7384	UQCRC1	ENSG00000010256.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::83930	83930	STARD3NL	83930	STARD3NL	ENSG00000010270.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::928	928	CD9	928	CD9	ENSG00000010278.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::57467	57467	HHATL	57467	HHATL	ENSG00000010282.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::9918	9918	NCAPD2	9918	NCAPD2	ENSG00000010292.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::25900	25900	IFFO1	25900	IFFO1	ENSG00000010295.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::2696	2696	GIPR	2696	GIPR	ENSG00000010310.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::51533	51533	PHF7	51533	PHF7	ENSG00000010318.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::56920	56920	SEMA3G	56920	SEMA3G	ENSG00000010319.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::11188	11188	NISCH	11188	NISCH	ENSG00000010322.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::23166	23166	STAB1	23166	STAB1	ENSG00000010327.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::80199	80199	FUZ	80199	FUZ	ENSG00000010361.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6540	6540	SLC6A13	6540	SLC6A13	ENSG00000010379.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3423	3423	IDS	3423	IDS	ENSG00000010404.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5646	5646	PRSS3	5646	PRSS3	ENSG00000010438.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::7752	7752	ZNF200	7752	ZNF200	ENSG00000010539.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::920	920	CD4	920	CD4	ENSG00000010610.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::10233	10233	LRRC23	10233	LRRC23	ENSG00000010626.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::695	695	BTK	695	BTK	ENSG00000010671.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::3077	3077	HFE	3077	HFE	ENSG00000010704.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::22955	22955	SCMH1	22955	SCMH1	ENSG00000010803.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::2534	2534	FYN	2534	FYN	ENSG00000010810.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::3097	3097	HIVEP2	3097	HIVEP2	ENSG00000010818.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2326	2326	FMO1	2326	FMO1	ENSG00000010932.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::6924	6924	TCEB3	6924	ELOA	ENSG00000011007.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::11313	11313	LYPLA2	11313	LYPLA2	ENSG00000011009.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::1185	1185	CLCN6	1185	CLCN6	ENSG00000011021.23	protein_coding	False	mapped_by_hgnc_entrez
Gene::9902	9902	MRC2	9902	MRC2	ENSG00000011028.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::654364	654364	NME1-NME2	654364	NME1-NME2	ENSG00000011052.21	protein_coding	True	mapped_by_hgnc_entrez
Gene::6534	6534	SLC6A7	6534	SLC6A7	ENSG00000011083.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::10867	10867	TSPAN9	10867	TSPAN9	ENSG00000011105.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::55727	55727	BTBD7	55727	BTBD7	ENSG00000011114.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::9546	9546	APBA3	9546	APBA3	ENSG00000011132.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::54903	54903	MKS1	54903	MKS1	ENSG00000011143.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::51099	51099	ABHD5	51099	ABHD5	ENSG00000011198.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::3730	3730	ANOS1	3730	ANOS1	ENSG00000011201.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::26993	26993	AKAP8L	26993	AKAP8L	ENSG00000011243.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::54799	54799	MBTD1	54799	MBTD1	ENSG00000011258.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51096	51096	UTP18	51096	UTP18	ENSG00000011260.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::54476	54476	RNF216	54476	RNF216	ENSG00000011275.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::54902	54902	TTC19	54902	TTC19	ENSG00000011295.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::5725	5725	PTBP1	5725	PTBP1	ENSG00000011304.22	protein_coding	False	mapped_by_hgnc_entrez
Gene::8193	8193	DPF1	8193	DPF1	ENSG00000011332.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::9066	9066	SYT7	9066	SYT7	ENSG00000011347.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::23395	23395	LARS2	23395	LARS2	ENSG00000011376.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::5286	5286	PIK3C2A	5286	PIK3C2A	ENSG00000011405.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5329	5329	PLAUR	5329	PLAUR	ENSG00000011422.12	protein_coding	False	mapped_by_hgnc_entrez
