hetionet_gene_id	hetionet_entrez_id	hetionet_name	current_entrez_id	current_hgnc_symbol	original_ensembl_id	gene_type	all_samples_zero	mapping_status
Gene::55266	55266	TMEM19	55266	FAABTP	ENSG00000139291.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8549	8549	LGR5	8549	LGR5	ENSG00000139292.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::374462	374462	PTPRQ	374462	PTPRQ	ENSG00000139304.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::1848	1848	DUSP6	1848	DUSP6	ENSG00000139318.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::282809	282809	POC1B	282809	POC1B	ENSG00000139323.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::160418	160418	TMTC3	160418	TMTC3	ENSG00000139324.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::4060	4060	LUM	4060	LUM	ENSG00000139329.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::11081	11081	KERA	11081	KERA	ENSG00000139330.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::6636	6636	SNRPF	6636	SNRPF	ENSG00000139343.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::144193	144193	AMDHD1	144193	AMDHD1	ENSG00000139344.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::121441	121441	NEDD1	121441	NEDD1	ENSG00000139350.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::50511	50511	SYCP3	50511	SYCP3	ENSG00000139351.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::429	429	ASCL1	429	ASCL1	ENSG00000139352.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::283431	283431	GAS2L3	283431	GAS2L3	ENSG00000139354.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::114795	114795	TMEM132B	114795	TMEM132B	ENSG00000139364.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::121260	121260	SLC15A4	121260	SLC15A4	ENSG00000139370.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6996	6996	TDG	6996	TDG	ENSG00000139372.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::84934	84934	RITA1	84934	RITA1	ENSG00000139405.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::113675	113675	SDSL	113675	SDSL	ENSG00000139410.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::326625	326625	MMAB	326625	MMAB	ENSG00000139428.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51228	51228	GLTP	51228	GLTP	ENSG00000139433.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::9815	9815	GIT2	9815	GIT2	ENSG00000139436.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::84260	84260	TCHP	84260	TCHP	ENSG00000139437.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::84915	84915	FAM222A	84915	FAM222A	ENSG00000139438.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::121643	121643	FOXN4	121643	FOXN4	ENSG00000139445.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::9818	9818	NUPL1	9818	NUP58	ENSG00000139496.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9107	9107	MTMR6	9107	MTMR6	ENSG00000139505.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::283537	283537	SLC46A3	283537	SLC46A3	ENSG00000139508.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::6541	6541	SLC7A1	6541	SLC7A1	ENSG00000139514.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3651	3651	PDX1	3651	PDX1	ENSG00000139515.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::222484	222484	LNX2	222484	LNX2	ENSG00000139517.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::6821	6821	SUOX	6821	SUOX	ENSG00000139531.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::85478	85478	CCDC65	85478	DRC2	ENSG00000139537.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::283375	283375	SLC39A5	283375	SLC39A5	ENSG00000139540.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6895	6895	TARBP2	6895	TARBP2	ENSG00000139546.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::8608	8608	RDH16	8608	RDH16	ENSG00000139547.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::50846	50846	DHH	50846	DHH	ENSG00000139549.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::94	94	ACVRL1	94	ACVRL1	ENSG00000139567.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::53831	53831	GPR84	53831	GPR84	ENSG00000139572.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::8620	8620	NPFF	8620	NPFF	ENSG00000139574.8	protein_coding	True	mapped_by_hgnc_entrez
Gene::79035	79035	NABP2	79035	NABP2	ENSG00000139579.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::90634	90634	N4BP2L1	90634	N4BP2L1	ENSG00000139597.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::1990	1990	CELA1	1990	CELA1	ENSG00000139610.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::6601	6601	SMARCC2	6601	SMARCC2	ENSG00000139613.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::675	675	BRCA2	675	BRCA2	ENSG00000139618.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::54934	54934	KANSL2	54934	KANSL2	ENSG00000139620.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::91012	91012	CERS5	91012	CERS5	ENSG00000139624.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::7786	7786	MAP3K12	7786	MAP3K12	ENSG00000139625.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3695	3695	ITGB7	3695	ITGB7	ENSG00000139626.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::11226	11226	GALNT6	11226	GALNT6	ENSG00000139629.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51380	51380	CSAD	51380	CSAD	ENSG00000139631.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::55716	55716	LMBR1L	55716	LMBR1L	ENSG00000139636.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::60314	60314	C12orf10	60314	MYG1	ENSG00000139637.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::23344	23344	ESYT1	23344	ESYT1	ENSG00000139641.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::7009	7009	TMBIM6	7009	TMBIM6	ENSG00000139644.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::283373	283373	ANKRD52	283373	ANKRD52	ENSG00000139645.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::112802	112802	KRT71	112802	KRT71	ENSG00000139648.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::283337	283337	ZNF740	283337	ZNF740	ENSG00000139651.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::79024	79024	SMIM2	79024	SMIM2	ENSG00000139656.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::115825	115825	WDFY2	115825	WDFY2	ENSG00000139668.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::144983	144983	HNRNPA1L2	144983	HNRNPA1L2	ENSG00000139675.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10161	10161	LPAR6	10161	LPAR6	ENSG00000139679.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::2098	2098	ESD	2098	ESD	ENSG00000139684.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::5925	5925	RB1	5925	RB1	ENSG00000139687.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::55206	55206	SBNO1	55206	SBNO1	ENSG00000139697.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::283385	283385	MORN3	283385	MORN3	ENSG00000139714.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::23067	23067	SETD1B	23067	SETD1B	ENSG00000139718.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::65082	65082	VPS33A	65082	VPS33A	ENSG00000139719.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::79720	79720	VPS37B	79720	VPS37B	ENSG00000139722.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::54509	54509	RHOF	54509	RHOF	ENSG00000139725.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::8562	8562	DENR	8562	DENR	ENSG00000139726.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::81624	81624	DIAPH3	81624	DIAPH3	ENSG00000139734.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::122060	122060	SLAIN1	122060	SLAIN1	ENSG00000139737.22	protein_coding	False	mapped_by_hgnc_entrez
Gene::64062	64062	RBM26	64062	RBM26	ENSG00000139746.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::84530	84530	SRRM4	84530	SRRM4	ENSG00000139767.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::196541	196541	METTL21C	196541	METTL21C	ENSG00000139780.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::10150	10150	MBNL2	10150	MBNL2	ENSG00000139793.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::140432	140432	RNF113B	140432	RNF113B	ENSG00000139797.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::85416	85416	ZIC5	85416	ZIC5	ENSG00000139800.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::84945	84945	ABHD13	84945	ABHD13	ENSG00000139826.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::55647	55647	RAB20	55647	RAB20	ENSG00000139832.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::79774	79774	GRTP1	79774	GRTP1	ENSG00000139835.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8451	8451	CUL4A	8451	CUL4A	ENSG00000139842.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::319089	319089	TTC6	319089	TTC6	ENSG00000139865.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::6751	6751	SSTR1	6751	SSTR1	ENSG00000139874.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::64403	64403	CDH24	64403	CDH24	ENSG00000139880.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::161253	161253	REM2	161253	REM2	ENSG00000139890.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::643866	643866	CBLN3	643866	CBLN3	ENSG00000139899.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::283629	283629	TSSK4	283629	TSSK4	ENSG00000139908.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::4857	4857	NOVA1	4857	NOVA1	ENSG00000139910.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::161247	161247	FITM1	161247	FITM1	ENSG00000139914.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::161357	161357	MDGA2	161357	MDGA2	ENSG00000139915.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::81542	81542	TMX1	81542	TMX1	ENSG00000139921.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::122786	122786	FRMD6	122786	FRMD6	ENSG00000139926.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::57161	57161	PELI2	57161	PELI2	ENSG00000139946.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::6252	6252	RTN1	6252	RTN1	ENSG00000139970.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::145407	145407	C14orf37	145407	ARMH4	ENSG00000139971.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::83851	83851	SYT16	83851	SYT16	ENSG00000139973.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::145389	145389	SLC38A6	145389	SLC38A6	ENSG00000139974.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::122830	122830	NAA30	122830	NAA30	ENSG00000139977.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8747	8747	ADAM21	8747	ADAM21	ENSG00000139985.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::145226	145226	RDH12	145226	RDH12	ENSG00000139988.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::8816	8816	DCAF5	8816	DCAF5	ENSG00000139990.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::376267	376267	RAB15	376267	RAB15	ENSG00000139998.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::112840	112840	WDR89	112840	WDR89	ENSG00000140006.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::2100	2100	ESR2	2100	ESR2	ENSG00000140009.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::27133	27133	KCNH5	27133	KCNH5	ENSG00000140015.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::85439	85439	STON2	85439	STON2	ENSG00000140022.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::90141	90141	EFCAB11	90141	EFCAB11	ENSG00000140025.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::8477	8477	GPR65	8477	GPR65	ENSG00000140030.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::145482	145482	PTGR2	145482	PTGR2	ENSG00000140043.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::122953	122953	JDP2	122953	JDP2	ENSG00000140044.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::122481	122481	AK7	122481	AK7	ENSG00000140057.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::90050	90050	FAM181A	90050	FAM181A	ENSG00000140067.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::123041	123041	SLC24A4	123041	SLC24A4	ENSG00000140090.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::10516	10516	FBLN5	10516	FBLN5	ENSG00000140092.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::51156	51156	SERPINA10	51156	SERPINA10	ENSG00000140093.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::122616	122616	C14orf79	122616	CLBA1	ENSG00000140104.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::7453	7453	WARS	7453	WARS1	ENSG00000140105.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::283600	283600	SLC25A47	283600	SLC25A47	ENSG00000140107.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::91833	91833	WDR20	91833	WDR20	ENSG00000140153.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::81614	81614	NIPA2	81614	NIPA2	ENSG00000140157.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::9990	9990	SLC12A6	9990	SLC12A6	ENSG00000140199.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::90527	90527	DUOXA1	90527	DUOXA1	ENSG00000140254.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::4236	4236	MFAP1	4236	MFAP1	ENSG00000140259.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::6938	6938	TCF12	6938	TCF12	ENSG00000140262.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::6652	6652	SORD	6652	SORD	ENSG00000140263.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::10169	10169	SERF2	10169	SERF2	ENSG00000140264.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::146050	146050	ZSCAN29	146050	ZSCAN29	ENSG00000140265.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::405753	405753	DUOXA2	405753	DUOXA2	ENSG00000140274.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::50506	50506	DUOX2	50506	DUOX2	ENSG00000140279.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::256586	256586	LYSMD2	256586	LYSMD2	ENSG00000140280.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::11001	11001	SLC27A2	11001	SLC27A2	ENSG00000140284.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::2252	2252	FGF7	2252	FGF7	ENSG00000140285.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::3067	3067	HDC	3067	HDC	ENSG00000140287.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::9245	9245	GCNT3	9245	GCNT3	ENSG00000140297.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::663	663	BNIP2	663	BNIP2	ENSG00000140299.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::2958	2958	GTF2A2	2958	GTF2A2	ENSG00000140307.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::6727	6727	SRP14	6727	SRP14	ENSG00000140319.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::22893	22893	BAHD1	22893	BAHD1	ENSG00000140320.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::85455	85455	DISP2	85455	DISP2	ENSG00000140323.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::146059	146059	CDAN1	146059	CDAN1	ENSG00000140326.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::7090	7090	TLE3	7090	TLE3	ENSG00000140332.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::8125	8125	ANP32A	8125	ANP32A	ENSG00000140350.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::54939	54939	COMMD4	54939	COMMD4	ENSG00000140365.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::92912	92912	UBE2Q2	92912	UBE2Q2	ENSG00000140367.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::9051	9051	PSTPIP1	9051	PSTPIP1	ENSG00000140368.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::2108	2108	ETFA	2108	ETFA	ENSG00000140374.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::597	597	BCL2A1	597	BCL2A1	ENSG00000140379.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::10363	10363	HMG20A	10363	HMG20A	ENSG00000140382.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::49855	49855	SCAPER	49855	SCAPER	ENSG00000140386.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10099	10099	TSPAN3	10099	TSPAN3	ENSG00000140391.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::80349	80349	WDR61	80349	SKIC8	ENSG00000140395.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::10499	10499	NCOA2	10499	NCOA2	ENSG00000140396.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::79661	79661	NEIL1	79661	NEIL1	ENSG00000140398.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4123	4123	MAN2C1	4123	MAN2C1	ENSG00000140400.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::55466	55466	DNAJA4	55466	DNAJA4	ENSG00000140403.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::59274	59274	MESDC1	59274	TLNRD1	ENSG00000140406.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::7168	7168	TPM1	7168	TPM1	ENSG00000140416.23	protein_coding	False	mapped_by_hgnc_entrez
Gene::3480	3480	IGF1R	3480	IGF1R	ENSG00000140443.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::91947	91947	ARRDC4	91947	ARRDC4	ENSG00000140450.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::80119	80119	PIF1	80119	PIF1	ENSG00000140451.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::9960	9960	USP3	9960	USP3	ENSG00000140455.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::1583	1583	CYP11A1	1583	CYP11A1	ENSG00000140459.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::585	585	BBS4	585	BBS4	ENSG00000140463.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5371	5371	PML	5371	PML	ENSG00000140464.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::1543	1543	CYP1A1	1543	CYP1A1	ENSG00000140465.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::170691	170691	ADAMTS17	170691	ADAMTS17	ENSG00000140470.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::55180	55180	LINS	55180	LINS1	ENSG00000140471.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::25989	25989	ULK3	25989	ULK3	ENSG00000140474.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::653643	653643	GOLGA6D	653643	GOLGA6D	ENSG00000140478.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::5046	5046	PCSK6	5046	PCSK6	ENSG00000140479.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::80125	80125	CCDC33	80125	CCDC33	ENSG00000140481.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::60677	60677	CELF6	60677	CELF6	ENSG00000140488.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::10066	10066	SCAMP2	10066	SCAMP2	ENSG00000140497.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::1544	1544	CYP1A2	1544	CYP1A2	ENSG00000140505.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::79748	79748	LMAN1L	79748	LMAN1L	ENSG00000140506.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::145864	145864	HAPLN3	145864	HAPLN3	ENSG00000140511.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51458	51458	RHCG	51458	RHCG	ENSG00000140519.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5428	5428	POLG	5428	POLG	ENSG00000140521.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::6017	6017	RLBP1	6017	RLBP1	ENSG00000140522.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55215	55215	FANCI	55215	FANCI	ENSG00000140525.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::11057	11057	ABHD2	11057	ABHD2	ENSG00000140526.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::56964	56964	WDR93	56964	WDR93	ENSG00000140527.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::90381	90381	TICRR	90381	TICRR	ENSG00000140534.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4916	4916	NTRK3	4916	NTRK3	ENSG00000140538.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::55070	55070	DET1	55070	DET1	ENSG00000140543.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::4240	4240	MFGE8	4240	MFGE8	ENSG00000140545.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::374655	374655	ZNF710	374655	ZNF710	ENSG00000140548.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::55898	55898	UNC45A	55898	UNC45A	ENSG00000140553.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::8128	8128	ST8SIA2	8128	ST8SIA2	ENSG00000140557.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55784	55784	MCTP2	55784	MCTP2	ENSG00000140563.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::5045	5045	FURIN	5045	FURIN	ENSG00000140564.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::8826	8826	IQGAP1	8826	IQGAP1	ENSG00000140575.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::64784	64784	CRTC3	64784	CRTC3	ENSG00000140577.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::79631	79631	EFTUD1	79631	EFL1	ENSG00000140598.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::6457	6457	SH3GL3	6457	SH3GL3	ENSG00000140600.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::23478	23478	SEC11A	23478	SEC11A	ENSG00000140612.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::124404	124404	SEPT12	124404	SEPTIN12	ENSG00000140623.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::84656	84656	GLYR1	84656	GLYR1	ENSG00000140632.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::5373	5373	PMM2	5373	PMM2	ENSG00000140650.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6524	6524	SLC5A2	6524	SLC5A2	ENSG00000140675.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3687	3687	ITGAX	3687	ITGAX	ENSG00000140678.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::7041	7041	TGFB1I1	7041	TGFB1I1	ENSG00000140682.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::64755	64755	C16orf58	64755	RUSF1	ENSG00000140688.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79798	79798	ARMC5	79798	ARMC5	ENSG00000140691.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5073	5073	PARN	5073	PARN	ENSG00000140694.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79068	79068	FTO	79068	FTO	ENSG00000140718.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::7385	7385	UQCRC2	7385	UQCRC2	ENSG00000140740.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::1039	1039	CDR2	1039	CDR2	ENSG00000140743.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::10261	10261	IGSF6	10261	IGSF6	ENSG00000140749.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::55114	55114	ARHGAP17	55114	ARHGAP17	ENSG00000140750.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::91807	91807	MYLK3	91807	MYLK3	ENSG00000140795.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::94160	94160	ABCC12	94160	ABCC12	ENSG00000140798.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::85407	85407	NKD1	85407	NKD1	ENSG00000140807.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::9785	9785	DHX38	9785	DHX38	ENSG00000140829.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::54957	54957	TXNL4B	54957	TXNL4B	ENSG00000140830.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::91862	91862	MARVELD3	91862	MARVELD3	ENSG00000140832.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::10164	10164	CHST4	10164	CHST4	ENSG00000140835.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::463	463	ZFHX3	463	ZFHX3	ENSG00000140836.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::497190	497190	CLEC18B	497190	CLEC18B	ENSG00000140839.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::221184	221184	CPNE2	221184	CPNE2	ENSG00000140848.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::84166	84166	NLRC5	84166	NLRC5	ENSG00000140853.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::10300	10300	KATNB1	10300	KATNB1	ENSG00000140854.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::3801	3801	KIFC3	3801	KIFC3	ENSG00000140859.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::170692	170692	ADAMTS18	170692	ADAMTS18	ENSG00000140873.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::283927	283927	NUDT7	283927	NUDT7	ENSG00000140876.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::2653	2653	GCSH	2653	GCSH	ENSG00000140905.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::123920	123920	CMTM3	123920	CMTM3	ENSG00000140931.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::146225	146225	CMTM2	146225	CMTM2	ENSG00000140932.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::1009	1009	CDH11	1009	CDH11	ENSG00000140937.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8996	8996	NOL3	8996	NOL3	ENSG00000140939.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::81631	81631	MAP1LC3B	81631	MAP1LC3B	ENSG00000140941.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8720	8720	MBTPS1	8720	MBTPS1	ENSG00000140943.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::1012	1012	CDH13	1012	CDH13	ENSG00000140945.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::23174	23174	ZCCHC14	23174	ZCCHC14	ENSG00000140948.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::57707	57707	TLDC1	57707	MEAK7	ENSG00000140950.16	protein_coding	False	mapped_by_hgnc_entrez
