hetionet_gene_id	entrez_id	hetionet_name	current_hgnc_symbol	reason
Gene::105373237	105373237	LOC105373237		entrez_not_in_current_hgnc
Gene::105373242	105373242	LOC105373242		entrez_not_in_current_hgnc
Gene::105373243	105373243	LOC105373243		entrez_not_in_current_hgnc
Gene::105373244	105373244	LOC105373244		entrez_not_in_current_hgnc
Gene::105373256	105373256	LOC105373256		entrez_not_in_current_hgnc
Gene::105373268	105373268	LOC105373268		entrez_not_in_current_hgnc
Gene::105373274	105373274	LOC105373274		entrez_not_in_current_hgnc
Gene::105373277	105373277	LOC105373277		entrez_not_in_current_hgnc
Gene::105373278	105373278	LOC105373278		entrez_not_in_current_hgnc
Gene::105373280	105373280	LOC105373280		entrez_not_in_current_hgnc
Gene::105373289	105373289	LOC105373289		entrez_not_in_current_hgnc
Gene::105373297	105373297	LOC105373297		entrez_not_in_current_hgnc
Gene::105373311	105373311	LOC105373311		entrez_not_in_current_hgnc
Gene::105373314	105373314	LOC105373314		entrez_not_in_current_hgnc
Gene::105373316	105373316	LOC105373316		entrez_not_in_current_hgnc
Gene::105373347	105373347	LOC105373347		entrez_not_in_current_hgnc
Gene::105373352	105373352	LOC105373352		entrez_not_in_current_hgnc
Gene::105373353	105373353	LOC105373353		entrez_not_in_current_hgnc
Gene::105373356	105373356	LOC105373356		entrez_not_in_current_hgnc
Gene::105373380	105373380	LOC105373380		entrez_not_in_current_hgnc
Gene::105373382	105373382	LOC105373382		entrez_not_in_current_hgnc
Gene::105373386	105373386	LOC105373386		entrez_not_in_current_hgnc
Gene::105373392	105373392	LOC105373392		entrez_not_in_current_hgnc
Gene::105373395	105373395	LOC105373395		entrez_not_in_current_hgnc
Gene::105373397	105373397	LOC105373397		entrez_not_in_current_hgnc
Gene::105373434	105373434	LOC105373434		entrez_not_in_current_hgnc
Gene::105373442	105373442	LOC105373442		entrez_not_in_current_hgnc
Gene::105373468	105373468	LOC105373468		entrez_not_in_current_hgnc
Gene::105373471	105373471	LOC105373471		entrez_not_in_current_hgnc
Gene::105373472	105373472	LOC105373472		entrez_not_in_current_hgnc
Gene::105373474	105373474	LOC105373474		entrez_not_in_current_hgnc
Gene::105373477	105373477	LOC105373477		entrez_not_in_current_hgnc
Gene::105373480	105373480	LOC105373480		entrez_not_in_current_hgnc
Gene::105373489	105373489	LOC105373489		entrez_not_in_current_hgnc
Gene::105373498	105373498	LOC105373498		entrez_not_in_current_hgnc
Gene::105373551	105373551	LOC105373551		entrez_not_in_current_hgnc
Gene::105373602	105373602	LOC105373602		entrez_not_in_current_hgnc
Gene::105373606	105373606	LOC105373606		entrez_not_in_current_hgnc
Gene::105373619	105373619	LOC105373619		entrez_not_in_current_hgnc
Gene::105373759	105373759	LOC105373759		entrez_not_in_current_hgnc
Gene::105373780	105373780	LOC105373780		entrez_not_in_current_hgnc
Gene::105373800	105373800	LOC105373800		entrez_not_in_current_hgnc
Gene::105373801	105373801	LOC105373801		entrez_not_in_current_hgnc
Gene::105373840	105373840	LOC105373840		entrez_not_in_current_hgnc
Gene::105373926	105373926	LOC105373926		entrez_not_in_current_hgnc
Gene::105373957	105373957	LOC105373957		entrez_not_in_current_hgnc
Gene::105373982	105373982	LOC105373982		entrez_not_in_current_hgnc
Gene::105373983	105373983	LOC105373983		entrez_not_in_current_hgnc
Gene::105373985	105373985	LOC105373985		entrez_not_in_current_hgnc
Gene::105373986	105373986	LOC105373986		entrez_not_in_current_hgnc
Gene::105373987	105373987	LOC105373987		entrez_not_in_current_hgnc
Gene::105373988	105373988	LOC105373988		entrez_not_in_current_hgnc
Gene::105373989	105373989	LOC105373989		entrez_not_in_current_hgnc
Gene::105373990	105373990	LOC105373990		entrez_not_in_current_hgnc
Gene::105373991	105373991	LOC105373991		entrez_not_in_current_hgnc
Gene::105374013	105374013	LOC105374013		entrez_not_in_current_hgnc
Gene::105374086	105374086	LOC105374086		entrez_not_in_current_hgnc
Gene::105374089	105374089	LOC105374089		entrez_not_in_current_hgnc
Gene::105374091	105374091	LOC105374091		entrez_not_in_current_hgnc
Gene::105374103	105374103	LOC105374103		entrez_not_in_current_hgnc
Gene::105374156	105374156	LOC105374156		entrez_not_in_current_hgnc
Gene::105374278	105374278	LOC105374278		entrez_not_in_current_hgnc
Gene::105374297	105374297	LOC105374297		entrez_not_in_current_hgnc
Gene::105374299	105374299	LOC105374299		entrez_not_in_current_hgnc
Gene::105374301	105374301	LOC105374301		entrez_not_in_current_hgnc
Gene::105374312	105374312	LOC105374312		entrez_not_in_current_hgnc
Gene::105374313	105374313	LOC105374313		entrez_not_in_current_hgnc
Gene::105374314	105374314	LOC105374314		entrez_not_in_current_hgnc
Gene::105374357	105374357	LOC105374357		entrez_not_in_current_hgnc
Gene::105374372	105374372	LOC105374372		entrez_not_in_current_hgnc
Gene::105374378	105374378	LOC105374378		entrez_not_in_current_hgnc
Gene::105374379	105374379	LOC105374379		entrez_not_in_current_hgnc
Gene::105374380	105374380	LOC105374380		entrez_not_in_current_hgnc
Gene::105374382	105374382	LOC105374382		entrez_not_in_current_hgnc
Gene::105374474	105374474	LOC105374474		entrez_not_in_current_hgnc
Gene::105374537	105374537	LOC105374537		entrez_not_in_current_hgnc
Gene::105374567	105374567	LOC105374567		entrez_not_in_current_hgnc
Gene::105374620	105374620	LOC105374620		entrez_not_in_current_hgnc
Gene::105374638	105374638	LOC105374638		entrez_not_in_current_hgnc
Gene::105374700	105374700	LOC105374700		entrez_not_in_current_hgnc
Gene::105374752	105374752	LOC105374752		entrez_not_in_current_hgnc
Gene::105374753	105374753	LOC105374753		entrez_not_in_current_hgnc
Gene::105374816	105374816	LOC105374816		entrez_not_in_current_hgnc
Gene::105374860	105374860	LOC105374860		entrez_not_in_current_hgnc
Gene::105374861	105374861	LOC105374861		entrez_not_in_current_hgnc
Gene::105374874	105374874	LOC105374874		entrez_not_in_current_hgnc
Gene::105374908	105374908	LOC105374908		entrez_not_in_current_hgnc
Gene::105374986	105374986	LOC105374986		entrez_not_in_current_hgnc
Gene::105374995	105374995	LOC105374995		entrez_not_in_current_hgnc
Gene::105375003	105375003	LOC105375003		entrez_not_in_current_hgnc
Gene::105375007	105375007	LOC105375007		entrez_not_in_current_hgnc
Gene::105375039	105375039	LOC105375039		entrez_not_in_current_hgnc
Gene::105375057	105375057	LOC105375057		entrez_not_in_current_hgnc
Gene::105375092	105375092	LOC105375092		entrez_not_in_current_hgnc
Gene::105375104	105375104	LOC105375104		entrez_not_in_current_hgnc
Gene::105375105	105375105	LOC105375105		entrez_not_in_current_hgnc
Gene::105375106	105375106	LOC105375106		entrez_not_in_current_hgnc
Gene::105375107	105375107	LOC105375107		entrez_not_in_current_hgnc
Gene::105375108	105375108	LOC105375108		entrez_not_in_current_hgnc
Gene::105375109	105375109	LOC105375109		entrez_not_in_current_hgnc
Gene::105375110	105375110	LOC105375110		entrez_not_in_current_hgnc
Gene::105375112	105375112	LOC105375112		entrez_not_in_current_hgnc
Gene::105375116	105375116	LOC105375116		entrez_not_in_current_hgnc
Gene::105375131	105375131	LOC105375131		entrez_not_in_current_hgnc
Gene::105375205	105375205	LOC105375205		entrez_not_in_current_hgnc
Gene::105375274	105375274	LOC105375274		entrez_not_in_current_hgnc
Gene::105375297	105375297	LOC105375297		entrez_not_in_current_hgnc
Gene::105375302	105375302	LOC105375302		entrez_not_in_current_hgnc
Gene::105375303	105375303	LOC105375303		entrez_not_in_current_hgnc
Gene::105375305	105375305	LOC105375305		entrez_not_in_current_hgnc
Gene::105375316	105375316	LOC105375316		entrez_not_in_current_hgnc
Gene::105375354	105375354	LOC105375354		entrez_not_in_current_hgnc
Gene::105375383	105375383	LOC105375383		entrez_not_in_current_hgnc
Gene::105375433	105375433	LOC105375433		entrez_not_in_current_hgnc
Gene::105375604	105375604	LOC105375604		entrez_not_in_current_hgnc
Gene::105375612	105375612	LOC105375612		entrez_not_in_current_hgnc
Gene::105375620	105375620	LOC105375620		entrez_not_in_current_hgnc
Gene::105375621	105375621	LOC105375621		entrez_not_in_current_hgnc
Gene::105375661	105375661	LOC105375661		entrez_not_in_current_hgnc
Gene::105375667	105375667	LOC105375667		entrez_not_in_current_hgnc
Gene::105375678	105375678	LOC105375678		entrez_not_in_current_hgnc
Gene::105375751	105375751	LOC105375751		entrez_not_in_current_hgnc
Gene::105375807	105375807	LOC105375807		entrez_not_in_current_hgnc
Gene::105375809	105375809	LOC105375809		entrez_not_in_current_hgnc
Gene::105375810	105375810	LOC105375810		entrez_not_in_current_hgnc
Gene::105375816	105375816	LOC105375816		entrez_not_in_current_hgnc
Gene::105375817	105375817	LOC105375817		entrez_not_in_current_hgnc
Gene::105375840	105375840	LOC105375840		entrez_not_in_current_hgnc
Gene::105375861	105375861	LOC105375861		entrez_not_in_current_hgnc
Gene::105375938	105375938	LOC105375938		entrez_not_in_current_hgnc
Gene::105375950	105375950	LOC105375950		entrez_not_in_current_hgnc
Gene::105375975	105375975	LOC105375975		entrez_not_in_current_hgnc
Gene::105376008	105376008	LOC105376008		entrez_not_in_current_hgnc
Gene::105376047	105376047	LOC105376047		entrez_not_in_current_hgnc
Gene::105376056	105376056	LOC105376056		entrez_not_in_current_hgnc
Gene::105376057	105376057	LOC105376057		entrez_not_in_current_hgnc
Gene::105376060	105376060	LOC105376060		entrez_not_in_current_hgnc
Gene::105376066	105376066	LOC105376066		entrez_not_in_current_hgnc
Gene::105376068	105376068	LOC105376068		entrez_not_in_current_hgnc
Gene::105376141	105376141	LOC105376141		entrez_not_in_current_hgnc
Gene::105376149	105376149	LOC105376149		entrez_not_in_current_hgnc
Gene::105376153	105376153	LOC105376153		entrez_not_in_current_hgnc
Gene::105376194	105376194	LOC105376194		entrez_not_in_current_hgnc
Gene::105376204	105376204	LOC105376204		entrez_not_in_current_hgnc
Gene::105376335	105376335	LOC105376335		entrez_not_in_current_hgnc
Gene::105376336	105376336	LOC105376336		entrez_not_in_current_hgnc
Gene::105376337	105376337	LOC105376337		entrez_not_in_current_hgnc
Gene::105376339	105376339	LOC105376339		entrez_not_in_current_hgnc
Gene::105376341	105376341	LOC105376341		entrez_not_in_current_hgnc
Gene::105376353	105376353	LOC105376353		entrez_not_in_current_hgnc
Gene::105376446	105376446	LOC105376446		entrez_not_in_current_hgnc
Gene::105376501	105376501	LOC105376501		entrez_not_in_current_hgnc
Gene::105376502	105376502	LOC105376502		entrez_not_in_current_hgnc
Gene::105376525	105376525	LOC105376525		entrez_not_in_current_hgnc
Gene::105376526	105376526	LOC105376526		entrez_not_in_current_hgnc
Gene::105376531	105376531	LOC105376531		entrez_not_in_current_hgnc
Gene::105376608	105376608	LOC105376608		entrez_not_in_current_hgnc
Gene::105376667	105376667	LOC105376667		entrez_not_in_current_hgnc
Gene::105376678	105376678	LOC105376678		entrez_not_in_current_hgnc
Gene::105376684	105376684	LOC105376684		entrez_not_in_current_hgnc
Gene::105376685	105376685	LOC105376685		entrez_not_in_current_hgnc
Gene::105376719	105376719	LOC105376719		entrez_not_in_current_hgnc
Gene::105376732	105376732	LOC105376732		entrez_not_in_current_hgnc
Gene::105376734	105376734	LOC105376734		entrez_not_in_current_hgnc
Gene::105376746	105376746	LOC105376746		entrez_not_in_current_hgnc
Gene::105376747	105376747	LOC105376747		entrez_not_in_current_hgnc
Gene::105376777	105376777	LOC105376777		entrez_not_in_current_hgnc
Gene::105376779	105376779	LOC105376779		entrez_not_in_current_hgnc
Gene::105376780	105376780	LOC105376780		entrez_not_in_current_hgnc
Gene::105376785	105376785	LOC105376785		entrez_not_in_current_hgnc
Gene::105376791	105376791	LOC105376791		entrez_not_in_current_hgnc
Gene::105376798	105376798	LOC105376798		entrez_not_in_current_hgnc
Gene::105376811	105376811	LOC105376811		entrez_not_in_current_hgnc
Gene::105376824	105376824	LOC105376824		entrez_not_in_current_hgnc
Gene::105376847	105376847	LOC105376847		entrez_not_in_current_hgnc
Gene::105376849	105376849	LOC105376849		entrez_not_in_current_hgnc
Gene::105376851	105376851	LOC105376851		entrez_not_in_current_hgnc
Gene::105376855	105376855	LOC105376855		entrez_not_in_current_hgnc
Gene::105376875	105376875	LOC105376875		entrez_not_in_current_hgnc
Gene::105376887	105376887	LOC105376887		entrez_not_in_current_hgnc
Gene::105376900	105376900	LOC105376900		entrez_not_in_current_hgnc
Gene::105376902	105376902	LOC105376902		entrez_not_in_current_hgnc
Gene::105376905	105376905	LOC105376905		entrez_not_in_current_hgnc
Gene::105376906	105376906	LOC105376906	ERVK-19	no_kirc_feature_for_this_gene
Gene::105376907	105376907	LOC105376907		entrez_not_in_current_hgnc
Gene::105376908	105376908	LOC105376908		entrez_not_in_current_hgnc
Gene::105376909	105376909	LOC105376909		entrez_not_in_current_hgnc
Gene::105376910	105376910	LOC105376910		entrez_not_in_current_hgnc
Gene::105376911	105376911	LOC105376911		entrez_not_in_current_hgnc
Gene::105376917	105376917	LOC105376917		entrez_not_in_current_hgnc
Gene::105377021	105377021	LOC105377021		entrez_not_in_current_hgnc
Gene::105377131	105377131	LOC105377131		entrez_not_in_current_hgnc
Gene::105377132	105377132	LOC105377132		entrez_not_in_current_hgnc
Gene::105377133	105377133	LOC105377133		entrez_not_in_current_hgnc
Gene::105377134	105377134	LOC105377134		entrez_not_in_current_hgnc
Gene::105377135	105377135	LOC105377135		entrez_not_in_current_hgnc
Gene::105377170	105377170	LOC105377170		entrez_not_in_current_hgnc
Gene::105377189	105377189	LOC105377189		entrez_not_in_current_hgnc
Gene::105377197	105377197	LOC105377197		entrez_not_in_current_hgnc
Gene::105377200	105377200	LOC105377200		entrez_not_in_current_hgnc
Gene::105377206	105377206	LOC105377206		entrez_not_in_current_hgnc
Gene::105377207	105377207	LOC105377207		entrez_not_in_current_hgnc
Gene::105377210	105377210	LOC105377210		entrez_not_in_current_hgnc
Gene::105377310	105377310	LOC105377310	TMEM150C-AS1	no_kirc_feature_for_this_gene
Gene::105377368	105377368	LOC105377368		entrez_not_in_current_hgnc
Gene::105377542	105377542	LOC105377542		entrez_not_in_current_hgnc
Gene::105377594	105377594	LOC105377594		entrez_not_in_current_hgnc
Gene::105377622	105377622	LOC105377622		entrez_not_in_current_hgnc
Gene::105377624	105377624	LOC105377624		entrez_not_in_current_hgnc
Gene::105377637	105377637	LOC105377637		entrez_not_in_current_hgnc
Gene::105377638	105377638	LOC105377638		entrez_not_in_current_hgnc
Gene::105377639	105377639	LOC105377639		entrez_not_in_current_hgnc
Gene::105377643	105377643	LOC105377643		entrez_not_in_current_hgnc
Gene::105377650	105377650	LOC105377650		entrez_not_in_current_hgnc
Gene::105377746	105377746	LOC105377746		entrez_not_in_current_hgnc
Gene::105377771	105377771	LOC105377771		entrez_not_in_current_hgnc
Gene::105377772	105377772	LOC105377772		entrez_not_in_current_hgnc
Gene::105377774	105377774	LOC105377774		entrez_not_in_current_hgnc
Gene::105377777	105377777	LOC105377777		entrez_not_in_current_hgnc
Gene::105377789	105377789	LOC105377789		entrez_not_in_current_hgnc
Gene::105377792	105377792	LOC105377792		entrez_not_in_current_hgnc
Gene::105377802	105377802	LOC105377802		entrez_not_in_current_hgnc
Gene::105377805	105377805	LOC105377805		entrez_not_in_current_hgnc
Gene::105377808	105377808	LOC105377808		entrez_not_in_current_hgnc
Gene::105377813	105377813	LOC105377813		entrez_not_in_current_hgnc
Gene::105377819	105377819	LOC105377819		entrez_not_in_current_hgnc
Gene::105377821	105377821	LOC105377821		entrez_not_in_current_hgnc
Gene::105377825	105377825	LOC105377825		entrez_not_in_current_hgnc
Gene::105377866	105377866	LOC105377866		entrez_not_in_current_hgnc
Gene::105377934	105377934	LOC105377934		entrez_not_in_current_hgnc
Gene::105378056	105378056	LOC105378056		entrez_not_in_current_hgnc
Gene::105378081	105378081	LOC105378081		entrez_not_in_current_hgnc
Gene::105378101	105378101	LOC105378101		entrez_not_in_current_hgnc
Gene::105378105	105378105	LOC105378105		entrez_not_in_current_hgnc
Gene::105378107	105378107	LOC105378107		entrez_not_in_current_hgnc
Gene::105378145	105378145	LOC105378145		entrez_not_in_current_hgnc
Gene::105378146	105378146	LOC105378146		entrez_not_in_current_hgnc
Gene::105378148	105378148	LOC105378148		entrez_not_in_current_hgnc
Gene::105378152	105378152	LOC105378152		entrez_not_in_current_hgnc
Gene::105378158	105378158	LOC105378158		entrez_not_in_current_hgnc
Gene::105378159	105378159	LOC105378159		entrez_not_in_current_hgnc
Gene::105378160	105378160	LOC105378160		entrez_not_in_current_hgnc
Gene::105378161	105378161	LOC105378161		entrez_not_in_current_hgnc
Gene::105378162	105378162	LOC105378162		entrez_not_in_current_hgnc
Gene::105378167	105378167	LOC105378167		entrez_not_in_current_hgnc
Gene::105378168	105378168	LOC105378168		entrez_not_in_current_hgnc
Gene::105378176	105378176	LOC105378176		entrez_not_in_current_hgnc
Gene::105378189	105378189	LOC105378189		entrez_not_in_current_hgnc
Gene::105378190	105378190	LOC105378190		entrez_not_in_current_hgnc
Gene::105378191	105378191	LOC105378191		entrez_not_in_current_hgnc
Gene::105378192	105378192	LOC105378192		entrez_not_in_current_hgnc
Gene::105378193	105378193	LOC105378193		entrez_not_in_current_hgnc
Gene::105378241	105378241	LOC105378241		entrez_not_in_current_hgnc
Gene::105378242	105378242	LOC105378242		entrez_not_in_current_hgnc
Gene::105378249	105378249	LOC105378249		entrez_not_in_current_hgnc
Gene::105378254	105378254	LOC105378254		entrez_not_in_current_hgnc
Gene::105378260	105378260	LOC105378260		entrez_not_in_current_hgnc
Gene::105378266	105378266	LOC105378266		entrez_not_in_current_hgnc
Gene::105378276	105378276	LOC105378276		entrez_not_in_current_hgnc
Gene::105378283	105378283	LOC105378283		entrez_not_in_current_hgnc
Gene::105378423	105378423	LOC105378423		entrez_not_in_current_hgnc
Gene::105378479	105378479	LOC105378479		entrez_not_in_current_hgnc
Gene::105378510	105378510	LOC105378510		entrez_not_in_current_hgnc
Gene::105378559	105378559	LOC105378559		entrez_not_in_current_hgnc
Gene::105378564	105378564	LOC105378564		entrez_not_in_current_hgnc
Gene::105378577	105378577	LOC105378577		entrez_not_in_current_hgnc
Gene::105378578	105378578	LOC105378578		entrez_not_in_current_hgnc
Gene::105378579	105378579	LOC105378579		entrez_not_in_current_hgnc
Gene::105378592	105378592	LOC105378592		entrez_not_in_current_hgnc
Gene::105378594	105378594	LOC105378594		entrez_not_in_current_hgnc
Gene::105378684	105378684	LOC105378684		entrez_not_in_current_hgnc
Gene::105378722	105378722	LOC105378722		entrez_not_in_current_hgnc
Gene::105378775	105378775	LOC105378775		entrez_not_in_current_hgnc
Gene::105378804	105378804	LOC105378804		entrez_not_in_current_hgnc
Gene::105378832	105378832	LOC105378832		entrez_not_in_current_hgnc
Gene::105378846	105378846	LOC105378846		entrez_not_in_current_hgnc
Gene::105378862	105378862	LOC105378862		entrez_not_in_current_hgnc
Gene::105378900	105378900	LOC105378900		entrez_not_in_current_hgnc
Gene::105378947	105378947	LOC105378947		entrez_not_in_current_hgnc
Gene::105378948	105378948	LOC105378948		entrez_not_in_current_hgnc
Gene::105378950	105378950	LOC105378950		entrez_not_in_current_hgnc
Gene::105378951	105378951	LOC105378951		entrez_not_in_current_hgnc
Gene::105378954	105378954	LOC105378954		entrez_not_in_current_hgnc
Gene::105378955	105378955	LOC105378955		entrez_not_in_current_hgnc
Gene::105378957	105378957	LOC105378957		entrez_not_in_current_hgnc
Gene::105378958	105378958	LOC105378958		entrez_not_in_current_hgnc
Gene::105378979	105378979	LOC105378979		entrez_not_in_current_hgnc
Gene::105378994	105378994	LOC105378994	ZSWIM6-DT	no_kirc_feature_for_this_gene
Gene::105379029	105379029	LOC105379029		entrez_not_in_current_hgnc
Gene::105379045	105379045	LOC105379045		entrez_not_in_current_hgnc
Gene::105379046	105379046	LOC105379046		entrez_not_in_current_hgnc
Gene::105379072	105379072	LOC105379072		entrez_not_in_current_hgnc
Gene::105379177	105379177	LOC105379177		entrez_not_in_current_hgnc
Gene::105379198	105379198	LOC105379198		entrez_not_in_current_hgnc
Gene::105379200	105379200	LOC105379200		entrez_not_in_current_hgnc
Gene::105379211	105379211	LOC105379211		entrez_not_in_current_hgnc
Gene::105379238	105379238	LOC105379238		entrez_not_in_current_hgnc
Gene::105379247	105379247	LOC105379247		entrez_not_in_current_hgnc
Gene::105379260	105379260	LOC105379260		entrez_not_in_current_hgnc
Gene::105379261	105379261	LOC105379261		entrez_not_in_current_hgnc
Gene::105379272	105379272	LOC105379272		entrez_not_in_current_hgnc
Gene::105379282	105379282	LOC105379282		entrez_not_in_current_hgnc
Gene::105379285	105379285	LOC105379285		entrez_not_in_current_hgnc
Gene::105379287	105379287	LOC105379287		entrez_not_in_current_hgnc
Gene::105379290	105379290	LOC105379290		entrez_not_in_current_hgnc
Gene::105379356	105379356	LOC105379356		entrez_not_in_current_hgnc
Gene::105379398	105379398	LOC105379398		entrez_not_in_current_hgnc
Gene::105379399	105379399	LOC105379399		entrez_not_in_current_hgnc
Gene::105379408	105379408	LOC105379408		entrez_not_in_current_hgnc
Gene::105379411	105379411	LOC105379411		entrez_not_in_current_hgnc
Gene::105379416	105379416	LOC105379416		entrez_not_in_current_hgnc
Gene::105379422	105379422	LOC105379422		entrez_not_in_current_hgnc
Gene::105379423	105379423	LOC105379423		entrez_not_in_current_hgnc
Gene::105379425	105379425	LOC105379425		entrez_not_in_current_hgnc
Gene::105379433	105379433	LOC105379433		entrez_not_in_current_hgnc
Gene::105379443	105379443	LOC105379443		entrez_not_in_current_hgnc
Gene::105379461	105379461	LOC105379461		entrez_not_in_current_hgnc
Gene::105379472	105379472	LOC105379472		entrez_not_in_current_hgnc
Gene::105379473	105379473	LOC105379473		entrez_not_in_current_hgnc
Gene::105379474	105379474	LOC105379474		entrez_not_in_current_hgnc
Gene::105379522	105379522	LOC105379522		entrez_not_in_current_hgnc
Gene::105379532	105379532	LOC105379532		entrez_not_in_current_hgnc
Gene::105379534	105379534	LOC105379534		entrez_not_in_current_hgnc
Gene::105379538	105379538	LOC105379538		entrez_not_in_current_hgnc
Gene::105379539	105379539	LOC105379539		entrez_not_in_current_hgnc
Gene::105379542	105379542	LOC105379542		entrez_not_in_current_hgnc
Gene::105379545	105379545	LOC105379545		entrez_not_in_current_hgnc
Gene::105379547	105379547	LOC105379547		entrez_not_in_current_hgnc
Gene::105379550	105379550	LOC105379550		entrez_not_in_current_hgnc
Gene::105379554	105379554	LOC105379554		entrez_not_in_current_hgnc
Gene::105379557	105379557	LOC105379557		entrez_not_in_current_hgnc
Gene::105379561	105379561	LOC105379561		entrez_not_in_current_hgnc
Gene::105379569	105379569	LOC105379569		entrez_not_in_current_hgnc
Gene::105379570	105379570	LOC105379570		entrez_not_in_current_hgnc
Gene::105379572	105379572	LOC105379572		entrez_not_in_current_hgnc
Gene::105379575	105379575	LOC105379575		entrez_not_in_current_hgnc
Gene::105379587	105379587	LOC105379587		entrez_not_in_current_hgnc
Gene::105379595	105379595	LOC105379595		entrez_not_in_current_hgnc
Gene::105379598	105379598	LOC105379598		entrez_not_in_current_hgnc
Gene::105379606	105379606	LOC105379606		entrez_not_in_current_hgnc
Gene::105379617	105379617	LOC105379617		entrez_not_in_current_hgnc
Gene::105379629	105379629	LOC105379629		entrez_not_in_current_hgnc
Gene::105379630	105379630	LOC105379630		entrez_not_in_current_hgnc
Gene::105379641	105379641	LOC105379641		entrez_not_in_current_hgnc
Gene::105379645	105379645	LOC105379645		entrez_not_in_current_hgnc
Gene::105379648	105379648	LOC105379648		entrez_not_in_current_hgnc
Gene::105379650	105379650	LOC105379650		entrez_not_in_current_hgnc
Gene::105379652	105379652	LOC105379652		entrez_not_in_current_hgnc
Gene::105379654	105379654	LOC105379654		entrez_not_in_current_hgnc
Gene::105379658	105379658	LOC105379658		entrez_not_in_current_hgnc
Gene::105379660	105379660	LOC105379660		entrez_not_in_current_hgnc
Gene::105379662	105379662	LOC105379662		entrez_not_in_current_hgnc
Gene::105379665	105379665	LOC105379665		entrez_not_in_current_hgnc
Gene::105379667	105379667	LOC105379667		entrez_not_in_current_hgnc
Gene::105379672	105379672	LOC105379672		entrez_not_in_current_hgnc
Gene::105379681	105379681	LOC105379681		entrez_not_in_current_hgnc
Gene::105379689	105379689	LOC105379689		entrez_not_in_current_hgnc
Gene::105379699	105379699	LOC105379699		entrez_not_in_current_hgnc
Gene::105379702	105379702	LOC105379702		entrez_not_in_current_hgnc
Gene::105379704	105379704	LOC105379704		entrez_not_in_current_hgnc
Gene::105379707	105379707	LOC105379707		entrez_not_in_current_hgnc
Gene::105379716	105379716	LOC105379716		entrez_not_in_current_hgnc
Gene::105379727	105379727	LOC105379727		entrez_not_in_current_hgnc
Gene::105379728	105379728	LOC105379728		entrez_not_in_current_hgnc
Gene::105379734	105379734	LOC105379734		entrez_not_in_current_hgnc
Gene::105379735	105379735	LOC105379735		entrez_not_in_current_hgnc
Gene::105379739	105379739	LOC105379739		entrez_not_in_current_hgnc
Gene::105379752	105379752	LOC105379752		entrez_not_in_current_hgnc
Gene::105379760	105379760	LOC105379760		entrez_not_in_current_hgnc
Gene::105379762	105379762	LOC105379762		entrez_not_in_current_hgnc
Gene::105379770	105379770	LOC105379770		entrez_not_in_current_hgnc
Gene::105379779	105379779	LOC105379779		entrez_not_in_current_hgnc
Gene::105379785	105379785	LOC105379785		entrez_not_in_current_hgnc
Gene::105379786	105379786	LOC105379786		entrez_not_in_current_hgnc
Gene::105379798	105379798	LOC105379798		entrez_not_in_current_hgnc
Gene::105379799	105379799	LOC105379799		entrez_not_in_current_hgnc
Gene::105379800	105379800	LOC105379800		entrez_not_in_current_hgnc
Gene::105379829	105379829	LOC105379829		entrez_not_in_current_hgnc
Gene::105379836	105379836	LOC105379836		entrez_not_in_current_hgnc
Gene::105379840	105379840	LOC105379840		entrez_not_in_current_hgnc
Gene::105379842	105379842	LOC105379842		entrez_not_in_current_hgnc
Gene::105379857	105379857	LOC105379857		entrez_not_in_current_hgnc
Gene::105379861	105379861	LOC105379861		entrez_not_in_current_hgnc
Gene::105379865	105379865	LOC105379865		entrez_not_in_current_hgnc
Gene::105379874	105379874	LOC105379874		entrez_not_in_current_hgnc
Gene::105379878	105379878	LOC105379878		entrez_not_in_current_hgnc
Gene::105379886	105379886	LOC105379886		entrez_not_in_current_hgnc
Gene::10638	10638	SPHAR		entrez_not_in_current_hgnc
Gene::10688	10688	CRSP5	CRSP5	no_kirc_feature_for_this_gene
Gene::10896	10896	OCLM		entrez_not_in_current_hgnc
Gene::11026	11026	LILRA3	LILRA3	no_kirc_feature_for_this_gene
Gene::11217	11217	AKAP2		entrez_not_in_current_hgnc
Gene::114299	114299	PALM2		entrez_not_in_current_hgnc
Gene::117153	117153	MIA2		merged_into_linked_node:Gene::4253
Gene::125168	125168	RIBIN		entrez_not_in_current_hgnc
Gene::132250	132250	DAP4C		entrez_not_in_current_hgnc
Gene::143286	143286	LOC143286		entrez_not_in_current_hgnc
Gene::149401	149401	LOC149401		entrez_not_in_current_hgnc
Gene::150378	150378	FLJ30901		entrez_not_in_current_hgnc
Gene::152286	152286	LOC152286		entrez_not_in_current_hgnc
Gene::152956	152956	FLJ12425		entrez_not_in_current_hgnc
Gene::153682	153682	LOC153682		entrez_not_in_current_hgnc
Gene::157503	157503	LOC157503		entrez_not_in_current_hgnc
Gene::157562	157562	LOC157562		entrez_not_in_current_hgnc
Gene::157860	157860	LOC157860		entrez_not_in_current_hgnc
Gene::157931	157931	LOC157931		entrez_not_in_current_hgnc
Gene::158434	158434	LOC158434		entrez_not_in_current_hgnc
Gene::158863	158863	LOC158863		entrez_not_in_current_hgnc
Gene::197387	197387	LOC197387		entrez_not_in_current_hgnc
Gene::200609	200609	LOC200609		entrez_not_in_current_hgnc
Gene::200830	200830	LOC200830		entrez_not_in_current_hgnc
