context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Pathway::PC7_7439	Signaling Pathways	Pathway	1956	1948	True
Pathway::PC7_5322	Metabolism	Pathway	1564	1561	True
Pathway::PC7_3278	Disease	Pathway	1253	1251	True
Pathway::PC7_4112	Gene Expression	Pathway	1142	1140	True
Pathway::PC7_4688	Immune System	Pathway	1134	1125	True
Pathway::PC7_7457	Signaling by GPCR	Pathway	1013	1007	True
Pathway::PC7_4043	GPCR downstream signaling	Pathway	898	893	True
Pathway::PC7_5330	Metabolism of proteins	Pathway	683	682	True
Pathway::PC7_8339	Transmembrane transport of small molecules	Pathway	606	606	True
Pathway::PC7_1563	Adaptive Immune System	Pathway	607	601	True
Pathway::PC7_4741	Innate Immune System	Pathway	577	572	True
Pathway::PC7_5326	Metabolism of lipids and lipoproteins	Pathway	569	569	True
Pathway::PC7_2519	Cell Cycle	Pathway	544	542	True
Pathway::PC7_4449	Hemostasis	Pathway	506	506	True
Pathway::PC7_3084	Developmental Biology	Pathway	494	494	True
Pathway::PC7_2521	Cell Cycle, Mitotic	Pathway	473	471	True
Pathway::PC7_4116	Generic Transcription Pathway	Pathway	458	458	True
Pathway::PC7_4044	GPCR ligand binding	Pathway	440	437	True
Pathway::PC7_6044	Olfactory Signaling Pathway	Pathway	357	354	True
Pathway::PC7_5530	Mitotic M-M/G1 phases	Pathway	329	327	True
Pathway::PC7_1863	Axon guidance	Pathway	324	324	True
Pathway::PC7_7484	Signaling by Wnt	Pathway	317	315	True
Pathway::PC7_2620	Class A/1 (Rhodopsin-like receptors)	Pathway	313	311	True
Pathway::PC7_5049	M Phase	Pathway	295	293	True
Pathway::PC7_7463	Signaling by NGF	Pathway	286	286	True
Pathway::PC7_5887	Neuronal System	Pathway	279	279	True
Pathway::PC7_2907	Cytokine Signaling in Immune system	Pathway	280	278	True
Pathway::PC7_6540	Post-translational protein modification	Pathway	269	268	True
Pathway::PC7_5324	Metabolism of RNA	Pathway	266	266	True
Pathway::PC7_3777	Extracellular matrix organization	Pathway	264	264	True
Pathway::PC7_2532	Cellular responses to stress	Pathway	264	261	True
Pathway::PC7_7290	SLC-mediated transmembrane transport	Pathway	260	260	True
Pathway::PC7_2500	Carbohydrate metabolism	Pathway	259	259	True
Pathway::WP455_r81793	GPCRs, Class A Rhodopsin-like	Pathway	258	257	True
Pathway::PC7_2623	Class I MHC mediated antigen processing & presentation	Pathway	252	252	True
Pathway::PC7_7483	Signaling by WNT in cancer	Pathway	249	247	True
Pathway::PC7_3992	G alpha (i) signalling events	Pathway	235	234	True
Pathway::PC7_8317	Transcription	Pathway	231	229	True
Pathway::PC7_6815	RNF mutants show enhanced WNT signaling and proliferation	Pathway	227	225	True
Pathway::PC7_6512	Platelet activation, signaling and aggregation	Pathway	221	221	True
Pathway::PC7_5327	Metabolism of mRNA	Pathway	219	219	True
Pathway::PC7_4365	HIV Infection	Pathway	216	216	True
Pathway::PC7_7784	TCF dependent signaling in response to WNT	Pathway	218	216	True
Pathway::PC7_2570	Chromatin modifying enzymes	Pathway	217	215	True
Pathway::PC7_4107	Gastrin-CREB signalling pathway via PKC and MAPK	Pathway	215	214	True
Pathway::PC7_1672	Antigen processing: Ubiquitination & Proteasome degradation	Pathway	208	208	True
Pathway::PC7_5772	NGF signalling via TRKA from the plasma membrane	Pathway	206	206	True
Pathway::WP3594_r84573	Circadian rythm related genes	Pathway	201	201	True
Pathway::PC7_8340	Transmission across Chemical Synapses	Pathway	200	200	True
Pathway::PC7_1877	B Cell Activation	Pathway	195	194	True
Pathway::WP2377_r80437	Integrated Pancreatic Cancer Pathway	Pathway	191	191	True
Pathway::PC7_5307	Membrane Trafficking	Pathway	190	190	True
Pathway::WP306_r80308	Focal Adhesion	Pathway	190	190	True
Pathway::PC7_6396	Peptide ligand-binding receptors	Pathway	190	189	True
Pathway::PC7_1629	Amino acid and derivative metabolism	Pathway	188	188	True
Pathway::PC7_3993	G alpha (q) signalling events	Pathway	187	186	True
Pathway::PC7_2529	Cellular Senescence	Pathway	186	184	True
Pathway::PC7_7475	Signaling by PDGF	Pathway	182	182	True
Pathway::PC7_7444	Signaling by EGFR in Cancer	Pathway	181	181	True
Pathway::PC7_3882	Fatty acid, triacylglycerol, and ketone body metabolism	Pathway	180	180	True
Pathway::PC7_7443	Signaling by EGFR	Pathway	179	179	True
Pathway::PC7_7448	Signaling by FGFR in disease	Pathway	177	177	True
Pathway::PC7_3884	Fc epsilon receptor (FCERI) signaling	Pathway	177	176	True
Pathway::PC7_2925	DAP12 interactions	Pathway	177	174	True
Pathway::PC7_5531	Mitotic Metaphase and Anaphase	Pathway	172	172	True
Pathway::WP702_r73516	Metapathway biotransformation	Pathway	175	172	True
Pathway::PC7_5527	Mitotic Anaphase	Pathway	171	171	True
Pathway::PC7_2098	Biological oxidations	Pathway	172	169	True
Pathway::WP382_r79951	MAPK Signaling Pathway	Pathway	168	168	True
Pathway::PC7_3326	Downstream signaling events of B Cell Receptor (BCR)	Pathway	167	167	True
Pathway::PC7_4771	Interferon Signaling	Pathway	169	167	True
Pathway::PC7_2926	DAP12 signaling	Pathway	164	164	True
Pathway::PC7_7445	Signaling by ERBB2	Pathway	163	163	True
Pathway::PC7_4791	Ion channel transport	Pathway	162	162	True
Pathway::PC7_7447	Signaling by FGFR	Pathway	162	162	True
Pathway::WP437_r79266	EGF/EGFR Signaling Pathway	Pathway	162	162	True
Pathway::PC7_3325	Downstream signal transduction	Pathway	161	161	True
Pathway::PC7_7427	Separation of Sister Chromatids	Pathway	160	160	True
Pathway::WP481_r82731	Insulin Signaling	Pathway	160	160	True
Pathway::WP706_r80056	SIDS Susceptibility Pathways	Pathway	156	156	True
Pathway::PC7_1684	Apoptosis	Pathway	155	155	True
Pathway::WP289_r81078	Myometrial Relaxation and Contraction Pathways	Pathway	155	155	True
Pathway::PC7_7446	Signaling by ERBB4	Pathway	152	152	True
Pathway::WP1984_r82941	Integrated Breast Cancer Pathway	Pathway	151	151	True
Pathway::PC7_3328	Downstream signaling of activated FGFR	Pathway	149	149	True
Pathway::WP51_r79977	Regulation of Actin Cytoskeleton	Pathway	149	149	True
Pathway::WP536_r80211	Calcium Regulation in the Cardiac Cell	Pathway	149	149	True
Pathway::PC7_8229	The citric acid (TCA) cycle and respiratory electron transport	Pathway	147	147	True
Pathway::PC7_6057	Organelle biogenesis and maintenance	Pathway	145	145	True
Pathway::PC7_8331	Translation	Pathway	145	145	True
Pathway::PC7_6589	Processing of Capped Intron-Containing Pre-mRNA	Pathway	144	144	True
Pathway::WP2380_r79953	BDNF signaling pathway	Pathway	144	144	True
Pathway::PC7_11018	beta-catenin independent WNT signaling	Pathway	143	143	True
Pathway::WP2884_r83041	NRF2 pathway	Pathway	146	143	True
Pathway::PC7_4727	Influenza Infection	Pathway	141	141	True
Pathway::PC7_7478	Signaling by SCF-KIT	Pathway	141	141	True
Pathway::PC7_8295	Toll-Like Receptors Cascades	Pathway	141	141	True
Pathway::PC7_3277	Direct p53 effectors	Pathway	140	140	True
Pathway::PC7_5890	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	Pathway	140	140	True
Pathway::PC7_6797	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Pathway	142	140	True
Pathway::WP1449_r81172	Regulation of toll-like receptor signaling pathway	Pathway	139	139	True
Pathway::PC7_6462	Phospholipid metabolism	Pathway	138	138	True
Pathway::WP2858_r83015	Ectoderm Differentiation	Pathway	138	138	True
Pathway::PC7_4308	HATs acetylate histones	Pathway	139	137	True
Pathway::PC7_3869	Factors involved in megakaryocyte development and platelet production	Pathway	136	136	True
Pathway::PC7_4366	HIV Life Cycle	Pathway	136	136	True
Pathway::PC7_4728	Influenza Life Cycle	Pathway	136	136	True
Pathway::PC7_5528	Mitotic G1-G1/S phases	Pathway	135	135	True
Pathway::PC7_5534	Mitotic Prophase	Pathway	136	134	True
Pathway::WP366_r84196	TGF-beta Signaling Pathway	Pathway	132	132	True
Pathway::PC7_2526	Cell-Cell communication	Pathway	130	130	True
Pathway::WP236_r80209	Adipogenesis	Pathway	130	130	True
Pathway::PC7_4729	Influenza Viral RNA Transcription and Replication	Pathway	127	127	True
Pathway::PC7_4492	Host Interactions of HIV factors	Pathway	126	126	True
Pathway::PC7_6141	PDGFR-beta signaling pathway	Pathway	125	125	True
Pathway::WP411_r79980	mRNA Processing	Pathway	126	125	True
Pathway::PC7_3994	G alpha (s) signalling events	Pathway	124	124	True
Pathway::PC7_4948	Late Phase of HIV Life Cycle	Pathway	123	123	True
Pathway::PC7_7024	S Phase	Pathway	123	123	True
Pathway::PC7_8288	Toll Like Receptor 4 (TLR4) Cascade	Pathway	122	122	True
Pathway::PC7_3682	Epigenetic regulation of gene expression	Pathway	122	120	True
Pathway::PC7_3018	Defective B3GAT3 causes JDSSDHD	Pathway	119	119	True
Pathway::PC7_1750	Asparagine N-linked glycosylation	Pathway	118	118	True
Pathway::PC7_6957	Rho GTPase cycle	Pathway	118	118	True
Pathway::PC7_2520	Cell Cycle Checkpoints	Pathway	117	117	True
Pathway::PC7_6072	Oxidative Stress Induced Senescence	Pathway	119	117	True
Pathway::WP2431_r84650	Spinal Cord Injury	Pathway	118	117	True
Pathway::PC7_7460	Signaling by Insulin receptor	Pathway	116	116	True
Pathway::PC7_5529	Mitotic G2-G2/M phases	Pathway	115	115	True
Pathway::PC7_7482	Signaling by VEGF	Pathway	115	115	True
Pathway::PC7_12073	mRNA Splicing	Pathway	113	113	True
Pathway::PC7_1517	Activated TLR4 signalling	Pathway	113	113	True
Pathway::PC7_2950	DNA Repair	Pathway	113	113	True
Pathway::PC7_4011	G2/M Transition	Pathway	113	113	True
Pathway::PC7_5271	Meiosis	Pathway	115	113	True
Pathway::PC7_6910	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Pathway	113	113	True
Pathway::PC7_7458	Signaling by Hedgehog	Pathway	113	113	True
Pathway::PC7_2469	Cap-dependent Translation Initiation	Pathway	112	112	True
Pathway::PC7_6923	Regulatory RNA pathways	Pathway	113	111	True
Pathway::PC7_6203	PPARA activates gene expression	Pathway	110	110	True
Pathway::PC7_4005	G1/S Transition	Pathway	109	109	True
Pathway::PC7_7465	Signaling by NOTCH	Pathway	109	109	True
Pathway::PC7_5533	Mitotic Prometaphase	Pathway	108	108	True
Pathway::PC7_7461	Signaling by Interleukins	Pathway	108	108	True
Pathway::WP710_r79974	DNA Damage Response (only ATM dependent)	Pathway	109	108	True
Pathway::PC7_7357	SRP-dependent cotranslational protein targeting to membrane	Pathway	107	107	True
Pathway::PC7_8664	VEGFA-VEGFR2 Pathway	Pathway	107	107	True
Pathway::PC7_5972	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Pathway	106	106	True
Pathway::PC7_6943	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	Pathway	106	106	True
Pathway::PC7_3698	ErbB1 downstream signaling	Pathway	105	105	True
Pathway::PC7_4085	GTP hydrolysis and joining of the 60S ribosomal subunit	Pathway	105	105	True
Pathway::PC7_6794	RNA Polymerase I Transcription	Pathway	107	105	True
Pathway::WP615_r81193	Senescence and Autophagy in Cancer	Pathway	105	105	True
Pathway::PC7_2951	DNA Replication	Pathway	104	104	True
Pathway::PC7_4754	Integration of energy metabolism	Pathway	104	104	True
Pathway::PC7_6065	Orphan transporters	Pathway	104	104	True
Pathway::PC7_6801	RNA Polymerase II Transcription	Pathway	104	104	True
Pathway::PC7_685	3' -UTR-mediated translational regulation	Pathway	104	104	True
Pathway::PC7_6994	Role of LAT2/NTAL/LAB on calcium mobilization	Pathway	105	104	True
Pathway::PC7_5875	Negative epigenetic regulation of rRNA expression	Pathway	105	103	True
Pathway::PC7_6791	RNA Polymerase I Promoter Clearance	Pathway	105	103	True
Pathway::PC7_7426	Senescence-Associated Secretory Phenotype (SASP)	Pathway	105	103	True
Pathway::WP111_r82216	Electron Transport Chain	Pathway	103	103	True
Pathway::PC7_4012	GAB1 signalosome	Pathway	102	102	True
Pathway::WP179_r70629	Cell Cycle	Pathway	102	102	True
Pathway::WP399_r79474	Wnt Signaling Pathway and Pluripotency	Pathway	102	102	True
Pathway::WP75_r83867	Toll-like Receptor Signaling Pathway	Pathway	102	102	True
Pathway::PC7_6000	O-linked glycosylation	Pathway	102	101	True
Pathway::PC7_6157	PI3K/AKT activation	Pathway	101	101	True
Pathway::WP2064_r79263	Neural Crest Differentiation	Pathway	101	101	True
Pathway::PC7_5157	MHC class II antigen presentation	Pathway	102	100	True
Pathway::PC7_5966	NoRC negatively regulates rRNA expression	Pathway	102	100	True
Pathway::PC7_6941	Resolution of Sister Chromatid Cohesion	Pathway	100	100	True
Pathway::WP185_r80036	Integrin-mediated Cell Adhesion	Pathway	100	100	True
Pathway::PC7_2525	Cell surface interactions at the vascular wall	Pathway	99	99	True
Pathway::PC7_5560	MyD88-independent cascade	Pathway	99	99	True
Pathway::PC7_6543	Potassium Channels	Pathway	99	99	True
Pathway::PC7_8326	Transcriptional regulation by small RNAs	Pathway	101	99	True
Pathway::PC7_4438	Hedgehog 'off' state	Pathway	98	98	True
Pathway::PC7_6149	PI-3K cascade	Pathway	98	98	True
Pathway::PC7_8352	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	Pathway	97	97	True
Pathway::WP23_r79985	B Cell Receptor Signaling Pathway	Pathway	97	97	True
Pathway::PC7_2575	Chromosome Maintenance	Pathway	98	96	True
Pathway::PC7_4917	L1CAM interactions	Pathway	96	96	True
Pathway::PC7_7731	Synthesis of DNA	Pathway	96	96	True
Pathway::PC7_3280	Diseases associated with visual transduction	Pathway	95	95	True
Pathway::PC7_7681	Stimuli-sensing channels	Pathway	95	95	True
Pathway::PC7_8354	Transport of inorganic cations/anions and amino acids/oligopeptides	Pathway	95	95	True
Pathway::PC7_3415	EPH-Ephrin signaling	Pathway	94	94	True
Pathway::PC7_3963	Formation of a pool of free 40S subunits	Pathway	94	94	True
Pathway::PC7_5561	MyD88:Mal cascade initiated on plasma membrane	Pathway	94	94	True
Pathway::PC7_4334	HDACs deacetylate histones	Pathway	94	92	True
Pathway::PC7_4583	IGF1R signaling cascade	Pathway	92	92	True
Pathway::PC7_4749	Insulin receptor signalling cascade	Pathway	92	92	True
Pathway::PC7_8291	Toll Like Receptor 9 (TLR9) Cascade	Pathway	92	92	True
Pathway::WP231_r81070	TNF alpha Signaling Pathway	Pathway	92	92	True
Pathway::WP2355_r79973	Corticotropin-releasing hormone	Pathway	92	92	True
Pathway::WP35_r79952	G Protein Signaling Pathways	Pathway	93	92	True
Pathway::PC7_5521	Mitochondrial translation	Pathway	91	91	True
Pathway::WP117_r82985	GPCRs, Other	Pathway	91	91	True
Pathway::WP1772_r84701	Apoptosis Modulation and Signaling	Pathway	91	91	True
Pathway::PC7_6108	PCP/CE pathway	Pathway	90	90	True
Pathway::WP69_r79955	TCR Signaling Pathway	Pathway	90	90	True
Pathway::PC7_3065	Degradation of the extracellular matrix	Pathway	89	89	True
Pathway::PC7_4664	IRS-related events triggered by IGF1R	Pathway	89	89	True
Pathway::PC7_5973	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Pathway	89	89	True
Pathway::WP138_r79958	Androgen receptor signaling pathway	Pathway	89	89	True
Pathway::PC7_3772	Eukaryotic Translation Elongation	Pathway	88	88	True
Pathway::PC7_4262	Glycerophospholipid biosynthesis	Pathway	88	88	True
Pathway::PC7_4663	IRS-related events	Pathway	88	88	True
Pathway::PC7_5559	MyD88 dependent cascade initiated on endosome	Pathway	88	88	True
Pathway::WP477_r67139	Cytoplasmic Ribosomal Proteins	Pathway	89	88	True
Pathway::PC7_2621	Class B/2 (Secretin family receptors)	Pathway	87	87	True
Pathway::PC7_3017	Defective AMN causes hereditary megaloblastic anemia 1	Pathway	87	87	True
Pathway::WP2446_r84651	Retinoblastoma (RB) in Cancer	Pathway	87	87	True
Pathway::PC7_2679	Constitutive PI3K/AKT Signaling in Cancer	Pathway	86	86	True
Pathway::PC7_6911	Regulation of mRNA stability by proteins that bind AU-rich elements	Pathway	86	86	True
Pathway::PC7_6942	Respiratory electron transport	Pathway	86	86	True
Pathway::PC7_8058	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Pathway	86	86	True
Pathway::PC7_11610	formation of the beta-catenin:TCF transactivating complex	Pathway	87	85	True
Pathway::PC7_2524	Cell junction organization	Pathway	85	85	True
Pathway::PC7_4662	IRS-mediated signalling	Pathway	85	85	True
Pathway::PC7_5524	Mitochondrial translation termination	Pathway	85	85	True
Pathway::PC7_5558	MyD88 cascade initiated on plasma membrane	Pathway	85	85	True
Pathway::PC7_6395	Peptide hormone metabolism	Pathway	85	85	True
Pathway::PC7_6433	Phase II conjugation	Pathway	88	85	True
Pathway::PC7_6945	Response to elevated platelet cytosolic Ca2+	Pathway	85	85	True
Pathway::PC7_2170	C-MYB transcription factor network	Pathway	84	84	True
Pathway::PC7_2373	CXCR4-mediated signaling events	Pathway	84	84	True
Pathway::PC7_2670	Collagen formation	Pathway	84	84	True
Pathway::PC7_3774	Eukaryotic Translation Termination	Pathway	84	84	True
Pathway::PC7_5522	Mitochondrial translation elongation	Pathway	84	84	True
Pathway::PC7_5523	Mitochondrial translation initiation	Pathway	84	84	True
Pathway::PC7_6393	Peptide chain elongation	Pathway	84	84	True
Pathway::PC7_6790	RNA Polymerase I Chain Elongation	Pathway	86	84	True
Pathway::PC7_8712	Viral mRNA Translation	Pathway	84	84	True
Pathway::WP1544_r84696	MicroRNAs in cardiomyocyte hypertrophy	Pathway	84	84	True
Pathway::WP15_r82705	Selenium Micronutrient Network	Pathway	88	84	True
Pathway::WP254_r84652	Apoptosis	Pathway	84	84	True
Pathway::PC7_12280	p75 NTR receptor-mediated signalling	Pathway	82	82	True
Pathway::PC7_4161	Glucocorticoid receptor regulatory network	Pathway	82	82	True
Pathway::PC7_5272	Meiotic recombination	Pathway	84	82	True
Pathway::WP2261_r81197	Signaling Pathways in Glioblastoma	Pathway	82	82	True
Pathway::PC7_1128	APC/C-mediated degradation of cell cycle proteins	Pathway	81	81	True
Pathway::PC7_2952	DNA Replication Pre-Initiation	Pathway	81	81	True
Pathway::PC7_6050	Opioid Signalling	Pathway	81	81	True
Pathway::PC7_6913	Regulation of nuclear SMAD2/3 signaling	Pathway	81	81	True
Pathway::PC7_1118	AMER1 mutants destabilize the destruction complex	Pathway	80	80	True
Pathway::PC7_1671	Antigen processing-Cross presentation	Pathway	80	80	True
Pathway::PC7_3886	Fcgamma receptor (FCGR) dependent phagocytosis	Pathway	81	80	True
Pathway::PC7_6514	Platelet degranulation	Pathway	80	80	True
Pathway::PC7_6786	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	Pathway	80	80	True
Pathway::PC7_6914	Regulation of nuclear beta catenin signaling and target gene transcription	Pathway	80	80	True
Pathway::PC7_7491	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	Pathway	80	80	True
Pathway::PC7_12279	p73 transcription factor network	Pathway	79	79	True
Pathway::PC7_6890	Regulation of PLK1 Activity at G2/M Transition	Pathway	79	79	True
Pathway::PC7_8677	Validated targets of C-MYC transcriptional activation	Pathway	79	79	True
Pathway::WP2059_r82906	Alzheimers Disease	Pathway	79	79	True
Pathway::PC7_1655	Amyloids	Pathway	80	78	True
Pathway::PC7_5994	Nucleotide metabolism	Pathway	78	78	True
Pathway::PC7_6432	Phase 1 - Functionalization of compounds	Pathway	78	78	True
Pathway::PC7_6515	Platelet homeostasis	Pathway	78	78	True
Pathway::PC7_8631	Unfolded Protein Response (UPR)	Pathway	78	78	True
Pathway::WP2328_r84648	Allograft Rejection	Pathway	79	78	True
Pathway::PC7_6909	Regulation of insulin secretion	Pathway	77	77	True
Pathway::PC7_8328	Transcriptional regulation of white adipocyte differentiation	Pathway	77	77	True
Pathway::PC7_6875	Regulation of APC/C activators between G1/S and early anaphase	Pathway	76	76	True
Pathway::PC7_8141	Telomere Maintenance	Pathway	78	76	True
Pathway::PC7_3991	G alpha (12/13) signalling events	Pathway	75	75	True
Pathway::PC7_8054	TRAF6 Mediated Induction of proinflammatory cytokines	Pathway	75	75	True
Pathway::WP2034_r80016	Leptin signaling pathway	Pathway	75	75	True
Pathway::PC7_2949	DNA Damage/Telomere Stress Induced Senescence	Pathway	76	74	True
Pathway::PC7_6881	Regulation of DNA replication	Pathway	74	74	True
Pathway::WP2118_r71265	Arrhythmogenic Right Ventricular Cardiomyopathy	Pathway	74	74	True
Pathway::PC7_3362	E2F transcription factor network	Pathway	73	73	True
Pathway::PC7_5273	Meiotic synapsis	Pathway	75	73	True
Pathway::PC7_6788	RMTs methylate histone arginines	Pathway	75	73	True
Pathway::WP24_r79999	Peptide GPCRs	Pathway	74	73	True
Pathway::WP2572_r79947	Primary Focal Segmental Glomerulosclerosis FSGS	Pathway	72	72	True
Pathway::PC7_2534	Centrosome maturation	Pathway	71	71	True
Pathway::PC7_3803	FBXW7 Mutants and NOTCH1 in Cancer	Pathway	71	71	True
Pathway::PC7_4207	Glucose metabolism	Pathway	71	71	True
Pathway::PC7_6930	Removal of licensing factors from origins	Pathway	71	71	True
Pathway::PC7_7651	Sphingolipid metabolism	Pathway	71	71	True
Pathway::WP1530_r84694	miRNA Regulation of DNA Damage Response	Pathway	71	71	True
Pathway::PC7_1123	AP-1 transcription factor network	Pathway	70	70	True
Pathway::PC7_1674	Antiviral mechanism by IFN-stimulated genes	Pathway	70	70	True
Pathway::PC7_2263	CDC42 signaling events	Pathway	70	70	True
Pathway::PC7_5025	Loss of Function of SMAD2/3 in Cancer	Pathway	70	70	True
Pathway::PC7_7488	Signaling events mediated by HDAC Class I	Pathway	70	70	True
Pathway::WP2359_r72121	Parkin-Ubiquitin Proteasomal System pathway	Pathway	70	70	True
Pathway::PC7_12281	p75(NTR)-mediated signaling	Pathway	69	69	True
Pathway::PC7_1521	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Pathway	69	69	True
Pathway::PC7_2674	Condensation of Prophase Chromosomes	Pathway	71	69	True
Pathway::PC7_6054	Orc1 removal from chromatin	Pathway	69	69	True
Pathway::WP1982_r79943	SREBP signalling	Pathway	69	69	True
Pathway::WP2857_r80151	Mesodermal Commitment Pathway	Pathway	70	69	True
Pathway::PC7_1131	APC/C:Cdc20 mediated degradation of mitotic proteins	Pathway	68	68	True
Pathway::PC7_1132	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Pathway	68	68	True
Pathway::PC7_2518	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Pathway	68	68	True
Pathway::PC7_5697	NCAM signaling for neurite out-growth	Pathway	68	68	True
Pathway::PC7_6153	PI3K Cascade	Pathway	68	68	True
Pathway::PC7_6233	PRC2 methylates histones and DNA	Pathway	70	68	True
Pathway::PC7_6895	Regulation of Telomerase	Pathway	68	68	True
Pathway::PC7_7496	Signaling events mediated by VEGFR1 and VEGFR2	Pathway	68	68	True
Pathway::WP1403_r79471	AMPK Signaling	Pathway	69	68	True
Pathway::WP2853_r83014	Endoderm Differentiation	Pathway	68	68	True
Pathway::WP45_r80001	G1 to S cell cycle control	Pathway	68	68	True
Pathway::WP707_r82937	DNA Damage Response	Pathway	68	68	True
Pathway::PC7_1987	BCR signaling pathway	Pathway	67	67	True
Pathway::PC7_2100	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Pathway	67	67	True
Pathway::PC7_4773	Interferon gamma signaling	Pathway	69	67	True
Pathway::PC7_7425	Semaphorin interactions	Pathway	67	67	True
Pathway::WP3303_r83781	Rac1/Pak1/p38/MMP-2 pathway	Pathway	67	67	True
Pathway::WP428_r79854	Wnt Signaling Pathway	Pathway	67	67	True
Pathway::PC7_12078	mTOR signaling pathway	Pathway	66	66	True
Pathway::PC7_1816	Assembly of the pre-replicative complex	Pathway	66	66	True
Pathway::PC7_2076	Beta1 integrin cell surface interactions	Pathway	66	66	True
Pathway::PC7_2701	Costimulation by the CD28 family	Pathway	68	66	True
Pathway::PC7_2830	Cyclin A:Cdk2-associated events at S phase entry	Pathway	66	66	True
Pathway::PC7_2910	Cytosolic sensors of pathogen-associated DNA	Pathway	66	66	True
Pathway::PC7_3327	Downstream signaling in naïve CD8+ T cells	Pathway	66	66	True
Pathway::PC7_4340	HIF-1-alpha transcription factor network	Pathway	66	66	True
Pathway::PC7_4689	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Pathway	70	66	True
Pathway::PC7_4758	Integrin cell surface interactions	Pathway	66	66	True
Pathway::PC7_6918	Regulation of retinoblastoma protein	Pathway	66	66	True
Pathway::PC7_7787	TCR signaling in naïve CD4+ T cells	Pathway	66	66	True
Pathway::WP2032_r79960	TSH signaling pathway	Pathway	66	66	True
Pathway::WP2324_r78487	AGE/RAGE pathway	Pathway	66	66	True
Pathway::WP2369_r83012	Histone Modifications	Pathway	66	66	True
Pathway::PC7_1537	Activation of NF-kappaB in B cells	Pathway	65	65	True
Pathway::PC7_2833	Cyclin E associated events during G1/S transition	Pathway	65	65	True
Pathway::PC7_4772	Interferon alpha/beta signaling	Pathway	65	65	True
Pathway::WP2374_r73668	Oncostatin M Signaling Pathway	Pathway	65	65	True
Pathway::PC7_4940	LPA receptor mediated events	Pathway	64	64	True
Pathway::PC7_8319	Transcription of the HIV genome	Pathway	64	64	True
Pathway::PC7_8675	Validated nuclear estrogen receptor alpha network	Pathway	64	64	True
Pathway::WP176_r82704	Folate Metabolism	Pathway	66	64	True
Pathway::WP474_r80208	Endochondral Ossification	Pathway	64	64	True
Pathway::PC7_1130	APC/C:Cdc20 mediated degradation of Securin	Pathway	63	63	True
Pathway::PC7_3427	ER-Phagosome pathway	Pathway	63	63	True
Pathway::PC7_3670	Endothelins	Pathway	63	63	True
Pathway::PC7_4762	Integrins in angiogenesis	Pathway	63	63	True
Pathway::PC7_6001	O-linked glycosylation of mucins	Pathway	64	63	True
Pathway::PC7_7272	SIRT1 negatively regulates rRNA Expression	Pathway	65	63	True
Pathway::PC7_8678	Validated targets of C-MYC transcriptional repression	Pathway	63	63	True
Pathway::PC7_1821	Asymmetric localization of PCP proteins	Pathway	62	62	True
Pathway::PC7_2668	Collagen biosynthesis and modifying enzymes	Pathway	62	62	True
Pathway::PC7_4439	Hedgehog ligand biogenesis	Pathway	62	62	True
Pathway::PC7_4627	IL4-mediated signaling events	Pathway	62	62	True
Pathway::PC7_6799	RNA Polymerase II Pre-transcription Events	Pathway	62	62	True
Pathway::WP183_r81161	Proteasome Degradation	Pathway	62	62	True
Pathway::PC7_2393	Ca2+ pathway	Pathway	61	61	True
Pathway::PC7_2523	Cell death signalling via NRAGE, NRIF and NADE	Pathway	61	61	True
Pathway::PC7_2630	Clathrin derived vesicle budding	Pathway	61	61	True
Pathway::PC7_2698	Coregulation of Androgen receptor activity	Pathway	61	61	True
Pathway::PC7_3073	Deposition of new CENPA-containing nucleosomes at the centromere	Pathway	63	61	True
Pathway::PC7_3885	Fc-epsilon receptor I signaling in mast cells	Pathway	61	61	True
Pathway::PC7_5029	Loss of Nlp from mitotic centrosomes	Pathway	61	61	True
Pathway::PC7_5893	Neurotrophic factor-mediated Trk receptor signaling	Pathway	61	61	True
Pathway::PC7_7497	Signaling events mediated by focal adhesion kinase	Pathway	61	61	True
Pathway::PC7_8337	Translocation of GLUT4 to the plasma membrane	Pathway	61	61	True
Pathway::WP43_r84102	Oxidation by Cytochrome P450	Pathway	61	61	True
Pathway::WP61_r78592	Notch Signaling Pathway	Pathway	61	61	True
